C0000786	['流产（自然流产）']
C2896033	['滑膜肥大，未分类，左上臂']
C2896034	['滑膜肥大，未分类，右前臂']
C2896035	['滑膜肥大，未分类，左前臂']
C2896036	['滑膜肥大，未分类，右手']
C2896037	['滑膜肥大，未分类，左手']
C2896042	['滑膜肥大，未分类，右小腿']
C2896043	['滑膜肥大，未分类，左小腿']
C2896044	['滑膜肥大，未分类，右脚踝和脚']
C2896045	['滑膜肥大，未分类，左脚踝和足部']
C2896046	['滑膜肥大，未分类，未指明踝关节和足部']
C2896305	['右膝囊钙沉积（紊乱）']
C2896306	['左膝囊钙沉积（紊乱）']
C2896368	['肩钙化囊']
C2896471	['更年期骨质疏松症伴病理性骨折']
C2896473	['绝经后骨质疏松症伴病理性骨折']
C2896474	['老年性骨质疏松症伴病理性骨折（诊断）']
C2896475	['年龄相关性骨质疏松症伴病理性骨折']
C2896476	['与年龄相关的骨质疏松症，目前有病理性骨折，未指明部位']
C2896477	['与年龄相关的骨质疏松症，目前有病理性骨折，未指明部位，最初遇到骨折']
C2896478	['与年龄相关的骨质疏松症，目前有病理性骨折，未指明部位，随后出现骨折并常规愈合']
C2896479	['与年龄相关的骨质疏松症，目前有病理性骨折，未指明部位，随后出现骨折延迟愈合']
C2896480	['与年龄相关的骨质疏松症，目前为病理性骨折，未指明部位，随后出现骨折不愈合']
C2896481	['与年龄相关的骨质疏松症，目前有病理性骨折，未指明部位，随后出现骨折畸形愈合']
C2896482	['与年龄相关的骨质疏松症，目前有病理性骨折，未指明部位，后遗症']
C2896483	['年龄相关性骨质疏松症伴病理性骨折，肩关节']
C2896484	['年龄相关性骨质疏松症伴病理性骨折，右肩']
C2896485	['与年龄相关的骨质疏松症，目前病理性骨折，右肩，骨折的最初遭遇']
C2896486	['与年龄相关的骨质疏松症，目前病理性骨折，右肩，随后遇到骨折，常规愈合']
C2896487	['与年龄相关的骨质疏松症，目前病理性骨折，右肩，随后遇到骨折延迟愈合']
C2896488	['与年龄相关的骨质疏松症，目前是病理性骨折，右肩，后来遇到骨折不愈合']
C2896489	['与年龄相关的骨质疏松症，目前为病理性骨折，右肩，随后出现骨折畸形愈合']
C2896490	['与年龄相关的骨质疏松症，目前病理性骨折，右肩，后遗症']
C2896491	['与年龄相关的骨质疏松症，目前病理性骨折，左肩']
C2896492	['与年龄相关的骨质疏松症，目前病理性骨折，左肩，骨折的最初遭遇']
C2896493	['与年龄相关的骨质疏松症，目前有病理性骨折，左肩，随后遇到骨折，常规愈合']
C2896494	['与年龄相关的骨质疏松症，目前为病理性骨折，左肩，随后遇到骨折延迟愈合']
C2896495	['与年龄相关的骨质疏松症，目前为病理性骨折，左肩，随后出现骨折不愈合']
C2896496	['与年龄相关的骨质疏松症，目前为病理性骨折，左肩，随后出现骨折畸形愈合']
C2896497	['与年龄相关的骨质疏松症，目前病理性骨折，左肩，后遗症']
C2896498	['与年龄相关的骨质疏松症，目前有病理性骨折，未指明肩部']
C2896499	['与年龄相关的骨质疏松症，目前有病理性骨折，未指明肩部，最初遇到骨折']
C2896500	['与年龄相关的骨质疏松症，目前有病理性骨折，未指明的肩部，随后遇到骨折并常规愈合']
C2896501	['与年龄相关的骨质疏松症，目前有病理性骨折，未指明肩部，随后出现骨折延迟愈合']
C2896502	['与年龄相关的骨质疏松症，目前有病理性骨折，未指明肩部，随后出现骨折不愈合']
C2896503	['与年龄相关的骨质疏松症，目前为病理性骨折，未指明肩部，随后出现骨折畸形愈合']
C2896504	['与年龄相关的骨质疏松症，目前有病理性骨折，未指明肩部，后遗症']
C2896505	['年龄相关性骨质疏松症伴肱骨病理性骨折']
C2896506	['年龄相关性骨质疏松症伴右肱骨病理性骨折']
C2896507	['与年龄相关的骨质疏松症，目前有病理性骨折，右肱骨，最初遇到骨折']
C2896508	['与年龄相关的骨质疏松症，目前为病理性骨折，右肱骨，随后遇到骨折并常规愈合']
C2896509	['与年龄相关的骨质疏松症，目前病理性骨折，右肱骨，随后遇到骨折延迟愈合']
C2896510	['与年龄相关的骨质疏松症，目前病理性骨折，右肱骨，后来遇到骨折不愈合']
C2896511	['与年龄相关的骨质疏松症，目前为病理性骨折，右肱骨，随后出现骨折畸形愈合']
C2896512	['与年龄相关的骨质疏松症，目前病理性骨折，右肱骨，后遗症']
C2896513	['年龄相关性骨质疏松症伴左肱骨病理性骨折']
C2896514	['与年龄相关的骨质疏松症，目前有病理性骨折，左肱骨，最初遇到骨折']
C2896515	['与年龄相关的骨质疏松症，目前有病理性骨折，左肱骨，随后遇到骨折并常规愈合']
C2896516	['与年龄相关的骨质疏松症，目前有病理性骨折，左肱骨，后来遇到骨折延迟愈合']
C2896517	['与年龄相关的骨质疏松症，目前是病理性骨折，左肱骨，后来遇到骨折不愈合']
C2896518	['与年龄相关的骨质疏松症，目前为病理性骨折，左肱骨，随后出现骨折畸形愈合']
C2896519	['与年龄相关的骨质疏松症，目前病理性骨折，左肱骨，后遗症']
C2896520	['与年龄相关的骨质疏松症，目前有病理性骨折，未指明肱骨']
C2896521	['与年龄相关的骨质疏松症，目前有病理性骨折，未指明肱骨，最初遇到骨折']
C2896522	['与年龄相关的骨质疏松症，目前有病理性骨折，未指明肱骨，随后遇到骨折并常规愈合']
C2896523	['与年龄相关的骨质疏松症，目前有病理性骨折，未指明肱骨，随后出现骨折延迟愈合']
C2896524	['与年龄相关的骨质疏松症，目前有病理性骨折，未指明肱骨，随后出现骨折不愈合']
C2896525	['与年龄相关的骨质疏松症，目前有病理性骨折，未指明肱骨，随后出现骨折畸形愈合']
C2896526	['与年龄相关的骨质疏松症，目前有病理性骨折，未指明的肱骨，后遗症']
C2896527	['年龄相关性骨质疏松症伴腕部病理性骨折']
C2896528	['年龄相关性骨质疏松症伴前臂病理性骨折']
C2896529	['年龄相关性骨质疏松症伴右前臂病理性骨折']
C2896530	['与年龄相关的骨质疏松症，目前有病理性骨折，右前臂，最初遇到骨折']
C2896531	['与年龄相关的骨质疏松症，目前为病理性骨折，右前臂，随后遇到骨折，常规愈合']
C2896532	['与年龄相关的骨质疏松症，目前是病理性骨折，右前臂，后来遇到骨折延迟愈合']
C2896533	['与年龄相关的骨质疏松症，目前为病理性骨折，右前臂，随后出现骨折不愈合']
C2896534	['与年龄相关的骨质疏松症，目前为病理性骨折，右前臂，随后出现骨折畸形愈合']
C2896535	['与年龄相关的骨质疏松症，目前病理性骨折，右前臂，后遗症']
C2896536	['年龄相关性骨质疏松症伴左前臂病理性骨折']
C2896537	['与年龄相关的骨质疏松症，目前有病理性骨折，左前臂，最初遇到骨折']
C2896538	['与年龄相关的骨质疏松症，目前病理性骨折，左前臂，随后遇到骨折，常规愈合']
C2896539	['与年龄相关的骨质疏松症，目前病理性骨折，左前臂，随后遇到骨折延迟愈合']
C2896540	['与年龄相关的骨质疏松症，目前为病理性骨折，左前臂，随后出现骨折不愈合']
C2896541	['与年龄相关的骨质疏松症，目前为病理性骨折，左前臂，随后出现骨折畸形愈合']
C2896542	['与年龄相关的骨质疏松症，目前病理性骨折，左前臂，后遗症']
C2896543	['与年龄相关的骨质疏松症，目前有病理性骨折，前臂未指明']
C2896544	['与年龄相关的骨质疏松症，目前有病理性骨折，前臂未指明，最初遇到骨折']
C2896545	['与年龄相关的骨质疏松症，目前有病理性骨折，前臂未指明，随后出现骨折并常规愈合']
C2896546	['与年龄相关的骨质疏松症，目前有病理性骨折，前臂未指明，随后出现骨折延迟愈合']
C2896547	['与年龄相关的骨质疏松症，目前有病理性骨折，前臂未指明，随后出现骨折不愈合']
C2896548	['与年龄相关的骨质疏松症，目前有病理性骨折，前臂未指明，随后出现骨折畸形愈合']
C2896549	['与年龄相关的骨质疏松症，目前有病理性骨折，前臂未指明，后遗症']
C2896550	['年龄相关性骨质疏松症伴手部病理性骨折']
C2896551	['年龄相关性骨质疏松症伴右侧病理性骨折']
C2896552	['与年龄相关的骨质疏松症，目前为病理性骨折，右手，初次骨折']
C2896553	['与年龄相关的骨质疏松症，目前为病理性骨折，右手，随后遇到骨折，常规愈合']
C2896554	['与年龄相关的骨质疏松症，目前为病理性骨折，右手，随后遭遇骨折延迟愈合']
C2896555	['与年龄相关的骨质疏松症，目前是病理性骨折，右手，后来遇到骨折不愈合']
C2896556	['与年龄相关的骨质疏松症，目前为病理性骨折，右手，随后出现骨折畸形愈合']
C2896557	['与年龄相关的骨质疏松症，目前病理性骨折，右手，后遗症']
C2896558	['与年龄相关的骨质疏松症，目前病理性骨折，左手']
C2896559	['与年龄相关的骨质疏松症，目前为病理性骨折，左手，初次骨折']
C2896560	['与年龄相关的骨质疏松症，目前为病理性骨折，左手，随后遇到骨折，常规愈合']
C2896561	['与年龄相关的骨质疏松症，目前为病理性骨折，左手，后来遇到骨折延迟愈合']
C2896562	['与年龄相关的骨质疏松症，目前是病理性骨折，左手，后来遇到骨折不愈合']
C2896563	['与年龄相关的骨质疏松症，目前为病理性骨折，左手骨折，随后出现骨折畸形愈合']
C2896564	['与年龄相关的骨质疏松症，目前病理性骨折，左手，后遗症']
C2896565	['与年龄相关的骨质疏松症，目前有病理性骨折，未指明手']
C2896566	['与年龄相关的骨质疏松症，目前有病理性骨折，未指明的手，最初遇到骨折']
C2896567	['与年龄相关的骨质疏松症，目前有病理性骨折，手部未指明，随后遇到骨折并常规愈合']
C2896568	['与年龄相关的骨质疏松症，目前有病理性骨折，手部未指明，随后出现骨折延迟愈合']
C2896569	['与年龄相关的骨质疏松症，目前有病理性骨折，手部未指明，随后出现骨折不愈合']
C2896570	['与年龄相关的骨质疏松症，目前有病理性骨折，手部未指明，随后出现骨折畸形愈合']
C2896571	['与年龄相关的骨质疏松症，目前病理性骨折，未指明手，后遗症']
C2896572	['年龄相关性骨质疏松症伴髋部病理性骨折']
C2896573	['与年龄相关的骨质疏松症，伴有股骨病理性骨折']
C2896574	['年龄相关性骨质疏松症伴右股骨病理性骨折']
C2896575	['与年龄相关的骨质疏松症，目前有病理性骨折，右股骨，最初遇到骨折']
C2896576	['与年龄相关的骨质疏松症，目前为病理性骨折，右股骨，随后遇到骨折，常规愈合']
C2896577	['与年龄相关的骨质疏松症，目前为病理性骨折，右股骨，后来遇到骨折延迟愈合']
C2896578	['与年龄相关的骨质疏松症，目前为病理性骨折，右股骨，随后出现骨折不愈合']
C2896579	['与年龄相关的骨质疏松症，目前为病理性骨折，右股骨，随后出现骨折畸形愈合']
C2896580	['年龄相关性骨质疏松症伴病理性骨折，右股骨，后遗症']
C2896581	['年龄相关性骨质疏松症伴左股骨病理性骨折']
C2896582	['与年龄相关的骨质疏松症，目前有病理性骨折，左股骨，最初遇到骨折']
C2896583	['与年龄相关的骨质疏松症，目前为病理性骨折，左股骨，随后遇到骨折，常规愈合']
C2896584	['与年龄相关的骨质疏松症，目前为病理性骨折，左股骨，后来遇到骨折延迟愈合']
C2896585	['与年龄相关的骨质疏松症，目前是病理性骨折，左股骨，后来遇到骨折不愈合']
C2896586	['与年龄相关的骨质疏松症，目前为病理性骨折，左股骨，随后出现骨折畸形愈合']
C2896587	['与年龄相关的骨质疏松症，目前病理性骨折，左股骨，后遗症']
C2896588	['与年龄相关的骨质疏松症，目前有病理性骨折，未指明股骨']
C2896589	['与年龄相关的骨质疏松症，目前有病理性骨折，未指明股骨，最初遇到骨折']
C2896590	['与年龄相关的骨质疏松症，目前有病理性骨折，未指明股骨，随后遇到骨折并常规愈合']
C2896591	['与年龄相关的骨质疏松症，目前有病理性骨折，未指明股骨，随后出现骨折延迟愈合']
C2896592	['与年龄相关的骨质疏松症，目前有病理性骨折，未指明股骨，随后出现骨折不愈合']
C2896593	['与年龄相关的骨质疏松症，目前有病理性骨折，未指明股骨，随后出现骨折畸形愈合']
C2896594	['与年龄相关的骨质疏松症，目前有病理性骨折，未指明股骨，后遗症']
C2896595	['年龄相关性骨质疏松症伴小腿病理性骨折']
C2896596	['年龄相关性骨质疏松症伴右小腿病理性骨折']
C2896597	['与年龄相关的骨质疏松症，目前有病理性骨折，右小腿，最初遇到骨折']
C2896598	['与年龄相关的骨质疏松症，目前有病理性骨折，右小腿，随后遇到骨折，常规愈合']
C2896599	['与年龄相关的骨质疏松症，目前为病理性骨折，右小腿，随后遭遇骨折延迟愈合']
C2896600	['与年龄相关的骨质疏松症，目前为病理性骨折，右小腿，随后出现骨折不愈合']
C2896601	['与年龄相关的骨质疏松症，目前为病理性骨折，右小腿，随后出现骨折畸形愈合']
C2896602	['与年龄相关的骨质疏松症，目前病理性骨折，右小腿，后遗症']
C2896603	['年龄相关性骨质疏松症，左小腿病理性骨折']
C2896604	['与年龄相关的骨质疏松症，目前有病理性骨折，左小腿，最初遇到骨折']
C2896605	['与年龄相关的骨质疏松症，目前病理性骨折，左小腿，随后遇到骨折，常规愈合']
C2896606	['与年龄相关的骨质疏松症，目前为病理性骨折，左小腿，随后遇到骨折延迟愈合']
C2896607	['与年龄相关的骨质疏松症，目前是病理性骨折，左小腿，后来遇到骨折不愈合']
C2896608	['与年龄相关的骨质疏松症，目前有病理性骨折，左小腿，随后出现骨折畸形愈合']
C2896609	['与年龄相关的骨质疏松症，目前病理性骨折，左小腿，后遗症']
C2896610	['与年龄相关的骨质疏松症，目前有病理性骨折，未指明小腿']
C2896611	['与年龄相关的骨质疏松症，目前有病理性骨折，小腿未指明，最初遇到骨折']
C2896612	['与年龄相关的骨质疏松症，目前有病理性骨折，未指明小腿，随后遇到骨折并常规愈合']
C2896613	['与年龄相关的骨质疏松症，目前有病理性骨折，未指明小腿，随后出现骨折延迟愈合']
C2896614	['与年龄相关的骨质疏松症，目前有病理性骨折，未指明小腿，随后出现骨折不愈合']
C2896615	['与年龄相关的骨质疏松症，目前有病理性骨折，未指明小腿，随后出现骨折畸形愈合']
C2896616	['与年龄相关的骨质疏松症，目前病理性骨折，未指明小腿，后遗症']
C2896617	['与年龄相关的骨质疏松症，目前有病理性骨折、踝关节和足部']
C2896618	['与年龄相关的骨质疏松症，目前病理性骨折，右脚踝和脚']
C2896619	['与年龄相关的骨质疏松症，目前病理性骨折，右脚踝和脚，骨折的最初遭遇']
C2896620	['与年龄相关的骨质疏松症，目前有病理性骨折，右脚踝和脚，随后遇到骨折，常规愈合']
C2896621	['与年龄相关的骨质疏松症，目前有病理性骨折，右脚踝和脚，随后出现骨折延迟愈合']
C2896622	['与年龄相关的骨质疏松症，目前有病理性骨折，右脚踝和脚，随后出现骨折不愈合']
C2896623	['与年龄相关的骨质疏松症，目前有病理性骨折，右脚踝和脚，随后出现骨折畸形愈合']
C2896624	['与年龄相关的骨质疏松症，目前病理性骨折，右脚踝和脚，后遗症']
C2896625	['与年龄相关的骨质疏松症，目前病理性骨折，左脚踝和足部']
C2896626	['与年龄相关的骨质疏松症，目前有病理性骨折，左踝和足部骨折，最初遇到骨折']
C2896627	['与年龄相关的骨质疏松症，目前病理性骨折，左脚踝和足部，随后遇到骨折，常规愈合']
C2896628	['与年龄相关的骨质疏松症，目前有病理性骨折，左脚踝和足部，随后出现骨折延迟愈合']
C2896629	['与年龄相关的骨质疏松症，目前为病理性骨折，左脚踝和足部，随后出现骨折不愈合']
C2896630	['与年龄相关的骨质疏松症，目前为病理性骨折，左脚踝和足部，随后出现骨折畸形愈合']
C2896631	['与年龄相关的骨质疏松症，目前病理性骨折，左脚踝和足部，后遗症']
C2896632	['与年龄相关的骨质疏松症，目前有病理性骨折，未指明踝关节和足部']
C2896633	['与年龄相关的骨质疏松症，目前有病理性骨折，未指明踝关节和足部，最初遇到骨折']
C2896634	['与年龄相关的骨质疏松症，目前有病理性骨折，未指明踝关节和足部，随后出现骨折并常规愈合']
C2896635	['与年龄相关的骨质疏松症，目前有病理性骨折，未指明踝关节和足部，随后出现骨折延迟愈合']
C2896636	['与年龄相关的骨质疏松症，目前有病理性骨折，未指明踝关节和足部，随后出现骨折不愈合']
C2896637	['与年龄相关的骨质疏松症，目前有病理性骨折，未指明踝关节和足部，随后出现骨折畸形愈合']
C2896638	['与年龄相关的骨质疏松症，目前有病理性骨折，未指明踝关节和足部，后遗症']
C2896639	['与年龄相关的骨质疏松症和当前的病理性骨折，脊椎（e）']
C2896640	['与年龄相关的骨质疏松症，目前的病理性骨折，脊椎（e），骨折的最初遭遇']
C2896641	['与年龄相关的骨质疏松症，目前的病理性骨折，脊椎（e），随后遇到骨折常规愈合']
C2896642	['与年龄相关的骨质疏松症，目前的病理性骨折，脊椎（e），随后遇到骨折延迟愈合']
C2896643	['与年龄相关的骨质疏松症，目前的病理性骨折，脊椎（e），随后遇到骨折不愈合']
C2896644	['与年龄相关的骨质疏松症，目前的病理性骨折，脊椎（e），随后遇到骨折畸形愈合']
C2896645	['与年龄相关的骨质疏松症，伴有当前的病理性骨折、脊椎（e）、后遗症']
C2896646	['药物性骨质疏松症伴病理性骨折']
C2896647	['伴特发性骨质疏松症的病理性骨折']
C2896648	['废用性骨质疏松症伴病理性骨折']
C2896649	['创伤后骨质疏松症伴病理性骨折']
C2896651	['术后吸收不良性骨质疏松症伴病理性骨折']
C2896652	['其他骨质疏松症伴病理性骨折']
C2896653	['其他骨质疏松症，目前为病理性骨折，未指明部位']
C2896654	['目前患有病理性骨折的其他骨质疏松症，未指明部位，最初遇到骨折']
C2896655	['其他骨质疏松症，目前有病理性骨折，未指明部位，随后遇到骨折并常规愈合']
C2896656	['其他骨质疏松症，目前有病理性骨折，未指明部位，随后遇到骨折延迟愈合']
C2896657	['其他骨质疏松症，目前有病理性骨折，未指明部位，随后遇到骨折不愈合']
C2896658	['其他骨质疏松症，目前有病理性骨折，未指明部位，随后出现骨折畸形愈合']
C2896659	['其他骨质疏松症，目前病理性骨折，未指明部位，后遗症']
C2896660	['其他骨质疏松症伴病理性骨折、肩关节']
C2896661	['其他骨质疏松症伴病理性骨折，右肩']
C2896662	['目前患有病理性骨折的其他骨质疏松症，右肩，最初遇到骨折']
C2896663	['其他骨质疏松症，目前病理性骨折，右肩，随后遇到骨折常规愈合']
C2896664	['其他骨质疏松症，目前病理性骨折，右肩，随后遇到骨折延迟愈合']
C2896665	['其他骨质疏松症，目前病理性骨折，右肩，随后遇到骨折不愈合']
C2896666	['其他骨质疏松症，目前为病理性骨折，右肩，随后出现骨折畸形愈合']
C2896667	['目前患有病理性骨折、右肩、后遗症的其他骨质疏松症']
C2896668	['其他骨质疏松症伴左肩病理性骨折']
C2896669	['其他骨质疏松症，目前有病理性骨折，左肩，最初遇到骨折']
C2896670	['其他骨质疏松症，目前病理性骨折，左肩，随后遇到骨折常规愈合']
C2896671	['其他骨质疏松症，目前病理性骨折，左肩，随后遇到骨折延迟愈合']
C2896672	['其他骨质疏松症，目前是病理性骨折，左肩，随后遇到骨折不愈合']
C2896673	['其他骨质疏松症，目前为病理性骨折，左肩，随后出现骨折畸形愈合']
C2896674	['目前患有病理性骨折、左肩、后遗症的其他骨质疏松症']
C2896675	['其他骨质疏松症，目前有病理性骨折，未指明肩部']
C2896676	['其他骨质疏松症，目前有病理性骨折，未指明肩部，最初遇到骨折']
C2896677	['其他骨质疏松症，目前有病理性骨折，未指明肩部，随后遇到骨折，常规愈合']
C2896678	['其他骨质疏松症，目前有病理性骨折，未指明肩部，随后遇到骨折延迟愈合']
C2896679	['其他骨质疏松症，目前为病理性骨折，未指明肩关节，随后出现骨折不愈合']
C2896680	['其他骨质疏松症，目前有病理性骨折，未指明肩部，随后出现骨折畸形愈合']
C2896681	['其他骨质疏松症，目前病理性骨折，未指明的肩关节，后遗症']
C2896682	['其他骨质疏松症伴肱骨病理性骨折']
C2896683	['其他骨质疏松症伴右肱骨病理性骨折']
C2896684	['其他骨质疏松症，目前有病理性骨折，右肱骨，最初遇到骨折']
C2896685	['其他骨质疏松症，目前病理性骨折，右肱骨，随后遇到骨折常规愈合']
C2896686	['其他骨质疏松症，目前有病理性骨折，右肱骨，后来遇到骨折延迟愈合']
C2896687	['其他骨质疏松症，目前是病理性骨折，右肱骨，后来遇到骨折不愈合']
C2896688	['其他骨质疏松症，目前是病理性骨折，右肱骨，后来遇到骨折畸形愈合']
C2896689	['其他骨质疏松症伴病理性骨折、右肱骨、后遗症']
C2896690	['其他骨质疏松症伴左肱骨病理性骨折']
C2896691	['其他骨质疏松症，目前有病理性骨折，左肱骨，最初遇到骨折']
C2896692	['其他骨质疏松症，目前病理性骨折，左肱骨，随后遇到骨折常规愈合']
C2896693	['其他骨质疏松症，目前有病理性骨折，左肱骨，后来遇到骨折延迟愈合']
C2896694	['其他骨质疏松症，目前是病理性骨折，左肱骨，后来遇到骨折不愈合']
C2896695	['其他骨质疏松症，目前为病理性骨折，左肱骨，随后出现骨折畸形愈合']
C2896696	['其他骨质疏松症伴病理性骨折、左肱骨、后遗症']
C2896697	['其他骨质疏松症，目前有病理性骨折，未指明肱骨，最初遇到骨折']
C2896698	['其他骨质疏松症，目前有病理性骨折，未指明肱骨，随后遇到骨折常规愈合']
C2896699	['其他骨质疏松症，目前有病理性骨折，未指明肱骨，后来遇到骨折延迟愈合']
C2896700	['其他骨质疏松症，目前有病理性骨折，未指明的肱骨，后来遇到骨折不愈合']
C2896701	['其他骨质疏松症，目前为病理性骨折，未指明肱骨，随后出现骨折畸形愈合']
C2896702	['其他骨质疏松症，目前病理性骨折，未指明的肱骨，后遗症']
C2896703	['其他骨质疏松症伴腕部病理性骨折']
C2896704	['其他骨质疏松症伴前臂病理性骨折']
C2896705	['其他骨质疏松症伴病理性骨折，右前臂']
C2896706	['目前患有病理性骨折的其他骨质疏松症，右前臂，最初遇到骨折']
C2896707	['其他骨质疏松症，目前病理性骨折，右前臂，随后遇到骨折常规愈合']
C2896708	['其他骨质疏松症，目前病理性骨折，右前臂，随后遇到骨折延迟愈合']
C2896709	['其他骨质疏松症，目前病理性骨折，右前臂，随后遇到骨折不愈合']
C2896710	['其他骨质疏松症，目前病理性骨折，右前臂，随后遇到骨折畸形愈合']
C2896711	['目前患有病理性骨折、右前臂、后遗症的其他骨质疏松症']
C2896712	['其他骨质疏松症伴左前臂病理性骨折']
C2896713	['目前患有病理性骨折的其他骨质疏松症，左前臂，最初遇到骨折']
C2896714	['其他骨质疏松症，目前病理性骨折，左前臂，随后遇到骨折常规愈合']
C2896715	['其他骨质疏松症，目前病理性骨折，左前臂，随后遇到骨折延迟愈合']
C2896716	['其他骨质疏松症，目前病理性骨折，左前臂，随后遇到骨折不愈合']
C2896717	['其他骨质疏松症，目前病理性骨折，左前臂，随后遇到骨折畸形愈合']
C2896718	['其他骨质疏松症，目前病理性骨折，左前臂，后遗症']
C2896719	['目前患有病理性骨折的其他骨质疏松症，前臂未指明']
C2896720	['目前患有病理性骨折的其他骨质疏松症，前臂未指明，最初遇到骨折']
C2896721	['其他骨质疏松症，目前有病理性骨折，前臂未指明，随后遇到骨折，常规愈合']
C2896722	['其他骨质疏松症，目前有病理性骨折，前臂未指明，后来遇到骨折延迟愈合']
C2896723	['其他骨质疏松症，目前有病理性骨折，前臂未指明，后来遇到骨折不愈合']
C2896724	['其他骨质疏松症，目前有病理性骨折，前臂未指明，随后出现骨折畸形愈合']
C2896725	['其他骨质疏松症，目前病理性骨折，前臂未指明，后遗症']
C2896726	['目前患有病理性骨折的其他骨质疏松症，手']
C2896727	['目前患有病理性骨折的其他骨质疏松症，右手']
C2896728	['目前患有病理性骨折的其他骨质疏松症，右手，初次遇到骨折']
C2896729	['其他骨质疏松症，目前为病理性骨折，右手，随后遇到骨折，常规愈合']
C2896730	['其他骨质疏松症，目前病理性骨折，右手，随后遇到骨折延迟愈合']
C2896731	['其他骨质疏松症，目前为病理性骨折，右手，后来遇到骨折不愈合']
C2896732	['其他骨质疏松症，目前为病理性骨折，右手，后来遇到骨折畸形愈合']
C2896733	['目前患有病理性骨折、右手、后遗症的其他骨质疏松症']
C2896734	['目前患有病理性骨折的其他骨质疏松症，左手']
C2896735	['目前患有病理性骨折的其他骨质疏松症，左手，最初遇到骨折']
C2896736	['目前患有病理性骨折的其他骨质疏松症，左手，随后遇到骨折并进行常规愈合']
C2896737	['其他骨质疏松症，目前病理性骨折，左手，随后遇到骨折延迟愈合']
C2896738	['其他骨质疏松症，目前是病理性骨折，左手，后来遇到骨折不愈合']
C2896739	['目前患有病理性骨折的其他骨质疏松症，左手，随后遭遇骨折畸形愈合']
C2896740	['目前患有病理性骨折、左手、后遗症的其他骨质疏松症']
C2896741	['目前患有病理性骨折的其他骨质疏松症，未指明']
C2896742	['目前患有病理性骨折的其他骨质疏松症，手部未指明，最初遇到骨折']
C2896743	['其他骨质疏松症，目前有病理性骨折，手部未指明，随后遇到骨折，常规愈合']
C2896744	['其他骨质疏松症，目前有病理性骨折，手部未指明，后来遇到骨折延迟愈合']
C2896745	['其他骨质疏松症，目前为病理性骨折，手部未指明，后来遇到骨折不愈合']
C2896746	['其他骨质疏松症，目前为病理性骨折，手部未指明，随后出现骨折畸形愈合']
C2896747	['目前患有病理性骨折的其他骨质疏松症、未指明的手、后遗症']
C2896748	['其他骨质疏松症伴髋部病理性骨折']
C2896749	['其他骨质疏松症伴病理性骨折，股骨']
C2896750	['其他骨质疏松症伴病理性骨折，右股骨']
C2896751	['其他骨质疏松症，目前有病理性骨折，右股骨，最初遇到骨折']
C2896752	['其他骨质疏松症，目前病理性骨折，右股骨，随后遇到骨折常规愈合']
C2900506	['其他骨质疏松症，目前病理性骨折，右股骨，随后遇到骨折延迟愈合']
C2900507	['其他骨质疏松症，目前病理性骨折，右股骨，随后遇到骨折不愈合']
C2900508	['其他骨质疏松症，目前为病理性骨折，右股骨，后来遇到骨折畸形愈合']
C2900509	['其他骨质疏松症伴当前病理性骨折，右股骨，后遗症']
C2900510	['其他骨质疏松症伴左股骨病理性骨折']
C2900511	['其他骨质疏松症，目前有病理性骨折，左股骨，最初遇到骨折']
C2900512	['其他骨质疏松症，目前病理性骨折，左股骨，随后遇到骨折常规愈合']
C2900513	['其他骨质疏松症，目前有病理性骨折，左股骨，随后遇到骨折延迟愈合']
C2900514	['其他骨质疏松症，目前是病理性骨折，左股骨，后来遇到骨折不愈合']
C2900515	['其他骨质疏松症，目前为病理性骨折，左股骨，随后因骨折畸形愈合而出现']
C2900516	['其他骨质疏松症伴病理性骨折、左股骨、后遗症']
C2900517	['其他骨质疏松症，目前病理性骨折，未指明股骨']
C2900518	['其他骨质疏松症，目前有病理性骨折，未指明股骨，最初遇到骨折']
C2900519	['其他骨质疏松症，目前有病理性骨折，未指明股骨，随后遇到骨折常规愈合']
C2900520	['其他骨质疏松症，目前有病理性骨折，未指明股骨，后来遇到骨折延迟愈合']
C2900521	['其他骨质疏松症，目前有病理性骨折，未指明股骨，后来遇到骨折不愈合']
C2900522	['其他骨质疏松症，目前有病理性骨折，未指明股骨，随后出现骨折畸形愈合']
C2900523	['其他骨质疏松症，目前病理性骨折，未指明股骨，后遗症']
C2900524	['其他骨质疏松症伴小腿病理性骨折']
C2900525	['其他骨质疏松症伴病理性骨折，右小腿']
C2900526	['目前患有病理性骨折的其他骨质疏松症，右小腿，最初遇到骨折']
C2900527	['其他骨质疏松症，目前病理性骨折，右小腿，随后遇到骨折常规愈合']
C2900528	['其他骨质疏松症，目前病理性骨折，右小腿，随后遇到骨折延迟愈合']
C2900529	['其他骨质疏松症，目前是病理性骨折，右小腿，后来遇到骨折不愈合']
C2900530	['其他骨质疏松症，目前为病理性骨折，右小腿，随后出现骨折畸形愈合']
C2900531	['其他骨质疏松症伴病理性骨折，右小腿，后遗症']
C2900532	['其他骨质疏松症伴左小腿病理性骨折']
C2900533	['其他骨质疏松症，目前有病理性骨折，左小腿，最初遇到骨折']
C2900534	['其他骨质疏松症，目前病理性骨折，左小腿，随后遇到骨折常规愈合']
C2900535	['其他骨质疏松症，目前病理性骨折，左小腿，随后遇到骨折延迟愈合']
