C0003074	['Anion Gap']
C1526158	[]
C1526159	[]
C1526160	[]
C1526161	[]
C1526162	[]
C1526163	[]
C1526164	[]
C1526166	[]
C1526167	[]
C1526168	[]
C1526169	[]
C1526170	[]
C1526171	[]
C1526172	[]
C1526173	[]
C1526174	[]
C1526175	[]
C1526176	[]
C1526177	[]
C1526178	[]
C1526179	[]
C1526181	[]
C1526182	[]
C1526183	[]
C1526184	[]
C1526185	[]
C1526186	['Views 3:Finding:Point in time:Spine.thoracic:Document:XR']
C1526187	[]
C1526188	[]
C1526189	[]
C1526190	[]
C1526191	[]
C1526192	[]
C1526193	[]
C1526194	[]
C1526195	[]
C1526197	['Guidance for percutaneous biopsy:Find:Pt:XXX>Muscle:Doc:US']
C1526198	[]
C1526199	[]
C1526200	[]
C1526201	[]
C1526202	[]
C1526203	[]
C1526204	[]
C1526205	[]
C1526206	[]
C1526207	[]
C1526208	[]
C1526209	[]
C1526210	[]
C1526211	[]
C1526212	[]
C1526213	[]
C1526214	[]
C1526215	[]
C1526216	[]
C1526217	[]
C1526218	[]
C1526219	[]
C1526220	[]
C1526221	[]
C1526223	[]
C1526224	[]
C1526225	[]
C1526226	[]
C1526227	[]
C1526228	[]
C1526229	[]
C1526230	[]
C1526231	[]
C1526232	['Upper extremity arteries - right Narrative Fluoroscopic angiogram W contrast IA']
C1526233	[]
C1526234	[]
C1526235	[]
C1526236	[]
C1526237	[]
C1526238	[]
C1526239	[]
C1526240	[]
C1526241	[]
C1526242	[]
C1526243	[]
C1526244	[]
C1526245	[]
C1526246	[]
C1526247	[]
C1526248	[]
C1526249	[]
C1526250	[]
C1526251	[]
C1526252	[]
C1526253	[]
C1526254	[]
C1526255	[]
C1526256	[]
C1526257	[]
C1526258	[]
C1526259	[]
C1526260	[]
C1526261	[]
C1526262	[]
C1526263	[]
C1526264	[]
C1526265	[]
C1526266	[]
C1526267	[]
C1526271	[]
C1526273	[]
C1526274	[]
C1526275	[]
C1526276	[]
C1526277	[]
C1526278	[]
C1526279	[]
C1526280	[]
C1526281	[]
C1526282	[]
C1526283	[]
C1526284	[]
C1526285	[]
C1526286	[]
C1526287	[]
C1526289	[]
C1526290	[]
C1526292	[]
C1526293	[]
C1526294	[]
C1526295	[]
C1526296	[]
C1526297	[]
C1526298	[]
C1526299	[]
C1526300	[]
C1526301	[]
C1526302	[]
C1526303	[]
C1526304	[]
C1526305	[]
C1526306	[]
C1526308	[]
C1526309	[]
C1526310	[]
C1526311	[]
C1526312	[]
C1526313	[]
C1526314	[]
C1526315	[]
C1526316	[]
C1526317	[]
C1526318	[]
C1526319	[]
C1526320	[]
C1526321	[]
C1526322	[]
C1526323	[]
C1526324	[]
C1526325	[]
C1526326	[]
C1526328	[]
C1526329	[]
C1526330	[]
C1526331	[]
C1526332	[]
C1526333	[]
C1526334	[]
C1526335	[]
C1526336	[]
C1526337	[]
C1526338	[]
C1526339	[]
C1526340	[]
C1526341	[]
C1526342	[]
C1526343	[]
C1526344	[]
C1526345	[]
C1526346	[]
C1526347	[]
C1526348	[]
C1526349	[]
C1526350	[]
C1526351	[]
C1526352	[]
C1526353	[]
C1526354	[]
C1526355	[]
C1526356	[]
C1526357	[]
C1526358	[]
C1526359	[]
C1526360	[]
C1526361	[]
C1526362	[]
C1526363	[]
C1526364	[]
C1526365	[]
C1526366	[]
C1526367	[]
C1526368	[]
C1526369	[]
C1526370	[]
C1526371	[]
C1526372	[]
C1526373	[]
C1526374	[]
C1526375	[]
C1526376	[]
C1526377	[]
C1526378	[]
C1526379	[]
C1526380	[]
C1526381	[]
C1526382	[]
C1526383	[]
C1526384	[]
C1526385	[]
C1526386	[]
C1526387	[]
C1526388	[]
C1526389	[]
C1526390	['Deprecated Mycobacterium tuberculosis complex rRNA [Presence] in Unspecified specimen by DNA probe']
C1526391	[]
C1526392	[]
C1526393	[]
C1526394	[]
C1526395	['Deprecated Enterococcus sp rRNA [Presence] in Unspecified specimen by DNA probe']
C1526396	[]
C1526397	[]
C1526398	[]
C1526399	[]
C1526400	[]
C1526401	[]
C1526402	[]
C1526403	[]
C1526404	[]
C1526405	[]
C1526406	['CFTR GENE MUTATION ANALYSIS:PRID:PT:BLD/TISS:NAR:MOLGEN']
C1526407	['MTATP6 GENE MUTATION ANALYSIS:PRID:PT:BLD/TISS:NAR:MOLGEN']
C1526408	['PAX3 GENE MUTATION ANALYSIS:PRID:PT:BLD/TISS:NAR:MOLGEN']
C1526409	['PEO GENE MUTATION ANALYSIS:PRID:PT:BLD/TISS:NAR:MOLGEN']
C1526410	['SERPINA1 GENE MUTATION ANALYSIS:PRID:PT:BLD/TISS:NAR:MOLGEN']
C1526411	[]
C1526412	['TOR1A gene mutation analysis:Presence or Identity:Point in time:Whole blood/Tissue, unspecified:Nominal:Molecular Genetics']
C1526413	['FGFR2 GENE MUTATION ANALYSIS:PRID:PT:BLD/TISS:NAR:MOLGEN']
C1526414	['FGFR3 GENE MUTATION ANALYSIS:PRID:PT:BLD/TISS:NAR:MOLGEN']
C1526415	[]
C1526416	['MTHFR GENE MUTATION ANALYSIS:PRID:PT:BLD/TISS:NAR:MOLGEN']
C1526417	[]
C1526418	[]
C1526419	[]
C1526420	[]
C1526421	[]
C1526422	[]
C1526423	[]
C1526424	[]
C1526425	[]
C1526426	[]
C1526427	[]
C1526428	[]
C1526429	[]
C1526430	[]
C1526431	[]
C1526432	[]
C1526433	[]
C1526434	[]
C1526435	[]
C1526436	[]
C1526437	[]
C1526438	[]
C1526439	[]
C1526440	[]
C1526441	[]
C1526442	[]
C1526443	[]
C1526444	[]
C1526445	[]
C1526446	[]
C1526447	[]
C1526448	[]
C1526449	[]
C1526450	[]
C1526451	[]
C1526452	[]
C1526453	[]
C1526454	[]
C1526455	[]
C1526456	[]
C1526457	[]
C1526458	[]
C1526459	[]
C1526460	[]
C1526461	[]
C1526462	[]
C1526463	[]
C1526464	[]
C1526465	[]
C1526466	[]
C1526467	[]
C1526468	[]
C1526469	[]
C1526470	[]
C1526471	[]
C1526472	[]
C1526473	[]
C1526474	[]
C1526475	[]
C1526476	[]
C1526477	[]
C1526478	[]
C1526479	[]
C1526480	[]
C1526481	[]
C1526482	[]
C1526483	[]
C1526484	[]
C1526485	[]
C1526486	[]
C1526487	[]
C1526488	[]
C1526489	[]
C1526490	[]
C1526491	[]
C1526492	[]
C1526493	[]
C1526494	[]
C1526495	[]
C1526496	[]
C1526497	[]
C1526498	[]
C1526499	[]
C1526500	[]
C1526501	[]
C1526502	[]
C1526503	[]
C1526504	[]
C1526505	[]
C1526506	['Thyroglobulin recovery:MFr:Pt:Ser/Plas:Qn']
C1526507	[]
C1526508	[]
C1526509	[]
C1526510	[]
C1526511	[]
C1526512	[]
C1526513	[]
C1526514	[]
C1526515	[]
C1526516	[]
C1526517	[]
C1526518	[]
C1526519	[]
C1526520	[]
C1526521	[]
C1526522	[]
C1526523	[]
C1526524	[]
C1526525	[]
C1526526	[]
C1526527	[]
C1526528	[]
C1526529	[]
C1526530	[]
C1526531	[]
C1526532	[]
C1526533	[]
C1526534	[]
C1526535	['COL5A1 gene mutation analysis:Presence or Identity:Point in time:Whole blood/Tissue, unspecified:Narrative:MOLECULAR GENETICS']
C1526536	['LAMA2 gene mutation analysis:Presence or Identity:Point in time:Whole blood/Tissue, unspecified:Narrative:MOLECULAR GENETICS']
C1526537	['MLH1 GENE MUTATION ANALYSIS:PRID:PT:BLD/TISS:NAR:MOLGEN']
C1526538	[]
C1526539	[]
C1526540	[]
C1526541	[]
C1526542	[]
C1526543	[]
C1526544	[]
C1526545	[]
C1526546	[]
C1526547	['human histocompatibility complex derived antigens-B locus:Type:Point in time:Whole blood:Nominal']
C1526548	['human histocompatibility complex derived antigens-C locus:Type:Point in time:Whole blood:Nominal']
C1526549	['human histocompatibility complex derived antigens-A locus:Type:Point in time:Whole blood:Nominal']
C1526550	[]
C1526551	['MSH2 GENE MUTATION ANALYSIS:PRID:PT:BLD/TISS:NAR:MOLGEN']
C1526552	[]
C1526553	[]
C1526554	[]
C1526555	[]
C1526556	[]
C1526557	[]
C1526558	[]
C1526559	[]
C1526560	[]
C1526561	[]
C1526562	[]
C1526563	[]
C1526564	[]
C1526565	[]
C1526566	[]
C1526567	[]
C1526568	[]
C1526569	[]
C1526570	[]
C1526571	[]
C1526572	[]
C1526573	[]
C1526574	[]
C1526575	[]
C1526576	[]
C1526577	[]
C1526578	[]
C1526579	[]
C1526580	[]
C1526581	[]
C1526582	[]
C1526583	[]
C1526584	[]
C1526585	[]
C1526586	[]
C1526587	[]
C1526588	[]
C1526589	[]
C1526590	[]
C1526591	[]
C1526592	[]
C1526593	[]
C1526594	[]
C1526595	[]
C1526596	[]
C1526597	[]
C1526598	[]
C1526599	[]
C1526600	[]
C1526601	[]
C1526602	[]
C1526603	[]
C1526604	[]
C1526605	[]
C1526606	[]
C1526607	[]
C1526608	[]
C1526609	[]
C1526610	[]
C1526611	[]
C1526612	[]
C1526613	[]
C1526614	[]
C1526615	[]
C1526616	[]
C1526617	[]
C1526618	[]
C1526619	[]
C1526620	[]
C1526621	[]
C1526622	[]
C1526623	[]
C1526624	[]
C1526625	[]
C1526626	[]
C1526627	[]
C1526628	[]
C1526629	[]
C1526630	[]
C1526631	[]
C1526632	[]
C1526633	[]
C1526634	[]
C1526635	[]
C1526636	[]
C1526637	[]
C1526638	[]
C1526639	[]
C1526640	[]
C1526641	[]
C1526642	[]
C1526643	[]
C1526644	[]
C1526645	[]
C1526646	[]
C1526647	[]
C1526648	[]
C1526649	[]
C1526650	[]
C1526651	[]
C1526652	[]
C1526653	[]
C1526654	[]
C1526655	[]
C1526656	[]
C1526657	[]
C1526658	[]
C1526659	[]
C1526660	[]
C1526661	[]
C1526662	[]
C1526663	[]
C1526664	[]
C1526665	[]
C1526666	[]
C1526667	[]
C1526668	[]
C1526669	[]
C1526670	[]
C1526671	[]
C1526672	[]
C1526673	[]
C1526674	[]
C1526675	[]
C1526676	[]
C1526677	[]
C1526678	[]
C1526679	[]
C1526680	[]
C1526681	[]
C1526682	[]
C1526683	[]
C1526684	[]
C1526685	[]
C1526686	[]
C1526687	[]
C1526688	[]
C1526689	[]
C1526690	[]
C1526691	[]
C1526692	[]
C1526693	[]
C1526694	[]
C1526695	[]
C1526696	[]
C1526697	[]
C1526698	[]
C1526699	[]
C1526700	[]
C1526701	[]
C1526702	[]
C1526703	[]
C1526704	[]
C1526705	[]
C1526706	[]
C1526707	[]
C1526708	[]
C1526709	[]
C1526710	[]
C1526711	[]
C1526712	[]
C1526713	[]
C1526714	[]
C1526715	[]
C1526716	[]
C1526717	[]
C1526718	[]
C1526719	[]
C1526720	[]
C1526721	[]
C1526722	[]
C1526723	[]
C1526724	[]
C1526725	[]
C1526726	[]
C1526727	[]
C1526728	[]
C1526729	[]
C1526730	[]
C1526731	[]
C1526732	[]
C1526733	[]
C1526734	[]
C1526735	[]
C1526736	[]
C1526737	[]
C1526738	[]
C1526739	[]
C1526740	[]
C1526741	[]
C1526742	[]
C1526743	[]
C1526744	[]
C1526745	[]
C1526746	[]
C1526747	[]
C1526748	[]
C1526749	[]
C1526750	[]
C1526751	[]
C1526752	[]
C1526753	[]
C1526754	[]
C1526755	[]
C1526756	[]
C1526757	[]
C1526758	[]
C1526759	[]
C1526760	[]
C1526761	[]
C1526762	[]
C1526763	[]
C1526764	[]
C1526765	['Deprecated UE aa-R XRA W contr IA']
C1526766	[]
C1526767	[]
C1526768	[]
C1526769	[]
C1526770	[]
C1526771	[]
C1526772	[]
C1526773	[]
C1526774	[]
C1526775	[]
C1526776	[]
C1526777	[]
C1526778	[]
C1526780	[]
C1526781	[]
C1526782	[]
C1526783	[]
C1526784	[]
C1526785	[]
C1526786	[]
C1526787	[]
C1526788	[]
C1526789	[]
C1526790	[]
C1526791	[]
C1526792	[]
C1526793	[]
C1526794	[]
C1526795	[]
C1526796	[]
C1526797	[]
C1526798	[]
C1526799	[]
C1526800	[]
C1526801	[]
C1526802	[]
C1526803	[]
C1526804	[]
C1526805	[]
C1526806	[]
C1526807	[]
C1526808	[]
C1526809	[]
C1526810	[]
C1526811	[]
C1526812	[]
C1526813	[]
C1526814	[]
C1526815	[]
C1526816	[]
C1526817	[]
C1526818	[]
C1526819	[]
C1526820	[]
C1526821	[]
C1526822	[]
C1526823	[]
C1526824	[]
C1526825	[]
C1526826	[]
C1526827	[]
C1526828	[]
C1526830	[]
C1526993	['Multisection:Finding:Point in time:Adrenal gland:Narrative:Computerized Tomography']
C1526994	[]
C1526995	[]
C1526996	[]
C1526997	[]
C1526998	[]
C1527018	[]
C1527031	[]
C1527032	[]
C1527039	[]
C1527041	['Multisection:Finding:Point in time:Kidney:Narrative:MRI']
C1527043	['Multisection:Finding:Point in time:Kidney:Narrative:Ultrasound']
C1527044	[]
C1527046	[]
C1527047	['Multisection:Finding:Point in time:Hip:Narrative:MRI']
C1527050	['Multisection:Finding:Point in time:Liver:Narrative:MRI']
C1527061	[]
C1527063	['Multisection:Finding:Point in time:Neck:Narrative:Computerized Tomography']
C1527064	['Multisection:Finding:Point in time:Orbit:Narrative:MRI']
C1527065	['Multisection:Finding:Point in time:Ovary:Narrative:MRI']
C1527066	[]
C1527067	[]
C1527068	['Multisection:Finding:Point in time:Neck>Parotid gland:Document:Computerized Tomography']
C1527069	['Multisection:Finding:Point in time:Pelvis>Prostate:Document:Computerized Tomography']
C1527070	[]
C1527071	[]
C1527072	['Multisection:Finding:Point in time:Spine:Narrative:MRI']
C1527073	['Multisection:Finding:Point in time:Spleen:Narrative:MRI']
C1527074	[]
C1527092	[]
C1527093	['Views:Finding:Point in time:Orbit:Narrative:XR']
C1527124	['Nottingham Score']
C1527144	['Therapeutic Effect']
C1527419	[]
C1531610	[]
C1531671	[]
C1531725	[]
C1531726	[]
C1532459	['Spectacle lens base curve']
C1532586	[]
C1532663	[]
C1532706	[]
C1532736	[]
C1532989	[]
C1533033	[]
C1533648	[]
C1536151	[]
C1537110	['Skin tanning function']
C1542366	['hematocrit attribute']
C1542847	[]
C1542848	[]
C1542849	[]
C1542850	[]
C1542851	[]
C1542852	[]
C1542853	[]
C1542854	[]
C1542855	[]
C1542856	[]
C1542857	[]
C1542858	[]
C1542859	[]
C1542860	[]
C1542861	[]
C1542862	[]
C1542863	[]
C1542864	[]
C1542865	[]
C1542866	[]
C1542867	['Body mass index:Relative Density:Point in time:^Patient:Quantitative']
C1542868	[]
C1542869	[]
C1542870	[]
C1542871	[]
C1542872	[]
C1542873	[]
C1542874	[]
C1542875	[]
C1542876	[]
C1542877	[]
C1542878	[]
C1542879	[]
C1542880	[]
C1542881	[]
C1542882	[]
C1542883	[]
C1542884	[]
C1542885	[]
C1542886	[]
C1542887	[]
C1542888	[]
C1542889	[]
C1542890	[]
C1542891	[]
C1542892	[]
C1542893	[]
C1542894	[]
C1542895	[]
C1542896	[]
C1542899	[]
C1542900	[]
C1542901	[]
C1542902	[]
C1542903	[]
C1542904	[]
C1542905	[]
C1542906	[]
C1542907	[]
C1542908	[]
C1542909	[]
C1542910	[]
C1542911	[]
C1542912	[]
C1542913	[]
C1542914	[]
C1542915	[]
C1542916	[]
C1542917	[]
C1542918	[]
C1542919	[]
C1542920	[]
C1542921	[]
C1542922	[]
C1542923	[]
C1542924	[]
C1542925	[]
C1542926	[]
C1542927	[]
C1542928	[]
C1542929	[]
C1542930	[]
C1542931	[]
C1542932	[]
C1542933	[]
C1542934	[]
C1542935	[]
C1542936	[]
C1542937	[]
C1542938	[]
C1542939	[]
C1542940	[]
C1542941	[]
C1542942	[]
C1542943	[]
C1542944	[]
C1542945	[]
C1542946	[]
C1542947	[]
C1542948	[]
C1542949	[]
C1542950	[]
C1542951	[]
C1542952	[]
C1542953	[]
C1542954	[]
C1542955	[]
C1542956	[]
C1542957	[]
C1542958	[]
C1542959	[]
C1542960	[]
C1542961	[]
C1542962	[]
C1542963	['LITAF GENE MUTATION ANALYSIS:PRID:PT:BLD/TISS:NAR:MOLGEN']
C1542964	[]
C1542965	[]
C1542966	[]
C1542967	[]
C1542968	[]
C1542969	[]
C1542970	[]
C1542972	[]
C1542973	[]
C1542974	[]
C1542975	['Views^W radionuclide Intravenous:Finding:Point in time:Spleen:Narrative:Radnuc']
C1542976	[]
C1542977	[]
C1542978	[]
C1542979	[]
C1542980	[]
C1542981	[]
C1542982	[]
C1542983	[]
C1542984	[]
C1542985	[]
C1542986	[]
C1542987	[]
C1542988	[]
C1542989	[]
C1542990	[]
C1542991	[]
C1542992	[]
C1542993	[]
C1542994	[]
C1542995	[]
C1542996	[]
C1542997	[]
C1542998	[]
C1542999	[]
C1543000	[]
C1543001	[]
C1543002	[]
C1543003	[]
C1543004	[]
C1543005	[]
C1543006	[]
C1543007	[]
C1543008	['Respiratory contraindications to elevating head of bed greater than 30 degrees:Finding:Point in time:^Patient:Nominal']
C1543009	['Oral care given:Type:Point in time:^Patient:Nominal']
C1543010	['Ventilator mode change reason:Finding:Point in time:^Patient:Nominal']
C1543011	['Ventilator disconnect reason:Type:Point in time:^Patient:Nominal']
C1543012	['Ventilator alarm reason:Finding:Point in time:^Patient:Nominal']
C1543013	[]
C1543014	[]
C1543015	['Reintubated urgency:Type:Point in time:^Patient:Ordinal']
C1543016	[]
C1543017	['Extubation urgency:Type:Point in time:^Patient:Ordinal']
C1543018	['Endotracheal tube secure method:Type:Point in time:Tube, unspecified:Nominal']
C1543019	[]
C1543020	['Status of nursing unit activity level:Finding:Point in time:{Nursing unit}:Nominal']
C1543021	['Personnel notified of {event}:Type:Point in time:{Event}:Nominal']
C1543022	['Vaccine component type:Identifier:Point in time:Vaccine:Nominal']
C1543023	['ABCC8 GENE MUTATION ANALYSIS:PRID:PT:BLD/TISS:NAR:MOLGEN']
C1543024	[]
C1543025	[]
C1543026	['MFN2 GENE MUTATION ANALYSIS:PRID:PT:BLD/TISS:NAR:MOLGEN']
C1543027	[]
C1543028	['MSH6 GENE MUTATION ANALYSIS:PRID:PT:BLD/TISS:NAR:MOLGEN']
C1543029	[]
C1543030	[]
C1543031	['PTCH GENE MUTATION ANALYSIS:PRID:PT:BLD/TISS:NAR:MOLGEN']
C1543032	[]
C1543033	['SDHC GENE MUTATION ANALYSIS:PRID:PT:BLD/TISS:NAR:MOLGEN']
C1543034	[]
C1543035	['TBX5 GENE MUTATION ANALYSIS:PRID:PT:BLD/TISS:NAR:MOLGEN']
C1543036	['RS1 GENE MUTATION ANALYSIS:PRID:PT:BLD/TISS:NAR:MOLGEN']
C1543037	[]
C1543038	[]
C1543039	[]
C1543040	['ABCC8 GENE MUTATION ANALYSIS:PRID:PT:BLD/TISS:NOM:MOLGEN']
C1543041	['LITAF GENE MUTATION ANALYSIS:PRID:PT:BLD/TISS:NOM:MOLGEN']
C1543042	['MFN2 GENE MUTATION ANALYSIS:PRID:PT:BLD/TISS:NOM:MOLGEN']
C1543043	['MSH6 GENE MUTATION ANALYSIS:PRID:PT:BLD/TISS:NOM:MOLGEN']
C1543044	['PTCH GENE MUTATION ANALYSIS:PRID:PT:BLD/TISS:NOM:MOLGEN']
C1543045	['SDHC GENE MUTATION ANALYSIS:PRID:PT:BLD/TISS:NOM:MOLGEN']
C1543046	['TBX5 GENE MUTATION ANALYSIS:PRID:PT:BLD/TISS:NOM:MOLGEN']
C1543047	['RS1 GENE MUTATION ANALYSIS:PRID:PT:BLD/TISS:NOM:MOLGEN']
C1543048	[]
C1543049	['TRPS1 GENE MUTATION ANALYSIS:PRID:PT:BLD/TISS:NAR:MOLGEN']
C1543050	['FAH GENE MUTATION ANALYSIS:PRID:PT:BLD/TISS:NAR:MOLGEN']
C1543051	['FAH GENE MUTATION ANALYSIS:PRID:PT:BLD/TISS:NOM:MOLGEN']
C1543052	['EXT1 gene mutation analysis:Presence or Identity:Point in time:Whole blood/Tissue, unspecified:Nominal:MOLECULAR GENETICS']
C1543053	['TRPS1 GENE MUTATION ANALYSIS:PRID:PT:BLD/TISS:NOM:MOLGEN']
C1543054	[]
C1543055	[]
C1543056	[]
C1543057	[]
C1543058	[]
C1543059	[]
C1543060	[]
C1543061	[]
C1543062	[]
C1543063	[]
C1543064	[]
C1543065	[]
C1543066	[]
C1543067	[]
C1543068	[]
C1543069	[]
C1543070	[]
C1543071	[]
C1543072	[]
C1543073	[]
C1543074	[]
C1543075	[]
C1543076	[]
C1543077	[]
C1543078	[]
C1543079	[]
C1543080	[]
C1543081	[]
C1543082	[]
C1543083	[]
C1543084	[]
C1543085	[]
C1543086	[]
C1543087	[]
C1543088	[]
C1543089	[]
C1543090	[]
C1543091	[]
C1543092	[]
C1543093	[]
C1543094	[]
C1543095	[]
C1543096	[]
C1543097	[]
C1543098	[]
C1543099	[]
C1543100	[]
C1543101	[]
C1543102	[]
C1543103	[]
C1543104	[]
C1543105	[]
C1543106	[]
C1543107	[]
C1543108	[]
C1543109	[]
C1543110	[]
C1543111	[]
C1543112	[]
C1543113	[]
C1543114	[]
C1543115	[]
C1543116	[]
C1543117	[]
C1543118	[]
C1543119	[]
C1543120	[]
C1543121	['Hospital discharge DRG:Impression/interpretation of study:Point in time:^Patient:Nominal']
C1543122	[]
C1543123	[]
C1543124	[]
C1543125	[]
C1543126	[]
C1543127	[]
C1543128	[]
C1543129	[]
C1543130	[]
C1543131	[]
C1543132	[]
C1543133	[]
C1543134	[]
C1543135	[]
C1543136	[]
C1543137	[]
C1543138	['Age at death:Time:Point in time:^Patient:Quantitative']
C1543139	[]
C1543140	[]
C1543141	[]
C1543142	[]
C1543143	[]
C1543144	[]
C1543145	[]
C1543146	[]
C1543147	[]
C1543148	[]
C1543149	[]
C1543150	[]
C1543151	[]
C1543152	[]
C1543153	[]
C1543154	[]
C1543155	[]
C1543156	['Deprecated Multisection:Find:Pt:XXX:Nar:US']
C1543157	[]
C1543158	[]
C1543159	[]
C1543160	['Multisection:Finding:Point in time:Brachiocephalic artery:Narrative:ULTRASOUND.doppler']
C1543161	[]
C1543163	[]
C1543165	[]
C1543166	[]
C1543167	[]
C1543168	[]
C1543169	[]
C1543170	[]
C1543171	[]
C1543172	[]
C1543173	[]
C1543174	[]
C1543175	[]
C1543176	[]
C1543177	[]
C1543178	[]
C1543179	['Views:Finding:Point in time:Salivary gland:Narrative:XR']
C1543181	[]
C1543182	[]
C1543183	[]
C1543184	[]
C1543185	[]
C1543186	[]
C1543187	[]
C1543188	[]
C1543189	[]
C1543190	[]
C1543191	[]
C1543192	[]
C1543193	[]
C1543194	[]
C1543195	[]
C1543196	[]
C1543197	[]
C1543198	[]
C1543199	[]
C1543200	[]
C1543201	[]
C1543202	[]
C1543203	[]
C1543204	[]
C1543205	[]
C1543206	[]
C1543207	[]
C1543208	[]
C1543209	[]
C1543210	[]
C1543211	[]
C1543212	[]
C1543213	[]
C1543214	[]
C1543215	[]
C1543216	[]
C1543217	[]
C1543218	[]
C1543219	[]
C1543220	[]
C1543223	[]
C1543224	[]
C1543225	['Appearance:Appearance:Point in time:Skin:Narrative']
C1543226	['Appearance:Appearance:Point in time:Skin:Nominal']
C1543227	['Temperature:Finding:Point in time:Skin:Nominal']
C1543228	['Color:Type:Point in time:Skin:Nominal']
C1543229	['Body hair distribution:Impression/interpretation of study:Point in time:^Patient:Nominal']
C1543230	['Turgor:Impression/interpretation of study:Point in time:Skin:Nominal']
C1543231	[]
C1543232	['Body site:Anatomy:Point in time:^Patient:Nominal']
C1543233	['Body location qualifier:Finding:Point in time:^Patient:Nominal']
C1543234	[]
C1543235	['Depth:Finding:Point in time:Wound:Nominal']
C1543236	[]
C1543237	[]
C1543238	['Saturated 2x2 gauze dressings:Number:Point in time:Wound:Quantitative']
C1543239	['Saturated 4x4 gauze dressings:Number:Point in time:Wound:Quantitative']
C1543240	['Saturated 4x8 gauze dressings:Number:Point in time:Wound:Quantitative']
C1543241	[]
C1543242	['Dressing:Type:Point in time:Wound:Nominal']
C1543243	[]
C1543244	['Wound status:Finding:Point in time:Wound:Nominal']
C1543245	[]
C1543246	['Width:Length:Point in time:Wound:Quantitative']
C1543247	['Length:Length:Point in time:Wound:Quantitative']
C1543248	['Depth:Length:Point in time:Wound:Quantitative']
C1543249	['Wound irrigation &or cleaning fluid:Type:Pt:Flu.nonbiological:Nom']
C1543251	[]
C1543252	['Color:Type:Point in time:Nail bed:Nominal']
C1543253	[]
C1543254	[]
C1543255	['Periwound color:Type:Point in time:Wound:Nominal']
C1543256	['Wound assessment panel:-:Point in time:^Patient:-']
C1543257	['Skin assessment panel:-:Point in time:^Patient:-']
C1543258	['Oral assessment panel:-:Point in time:^Patient:-']
C1543259	[]
C1543260	[]
C1543261	[]
C1543262	['Multisection:Finding:Point in time:To be specified in another part of the message>Bone marrow:Document:MR']
C1543263	[]
C1543265	[]
C1543266	[]
C1543267	[]
C1543268	[]
C1543269	[]
C1543270	[]
C1543271	[]
C1543272	[]
C1543273	[]
C1543274	[]
C1543275	[]
C1543276	[]
C1543277	[]
C1543278	[]
C1543279	[]
C1543280	[]
C1543281	[]
C1543282	[]
C1543283	[]
C1543284	[]
C1543285	[]
C1543286	[]
C1543287	[]
C1543288	[]
C1543289	[]
C1543290	[]
C1543291	[]
C1543292	[]
C1543293	[]
C1543294	[]
C1543295	[]
C1543296	[]
C1543297	[]
C1543298	[]
C1543299	[]
C1543300	[]
C1543301	[]
C1543302	[]
C1543303	[]
C1543304	[]
C1543305	[]
C1543306	[]
C1543307	[]
C1543308	[]
C1543309	[]
C1543310	[]
C1543311	[]
C1543312	[]
C1543313	[]
C1543314	[]
C1543315	[]
C1543316	[]
C1543317	[]
C1543318	[]
C1543319	[]
C1543320	[]
C1543321	[]
C1543322	[]
C1543323	[]
C1543324	[]
C1543325	[]
C1543326	[]
C1543327	[]
C1543328	[]
C1543329	[]
C1543330	[]
C1543331	[]
C1543332	[]
C1543333	[]
C1543334	[]
C1543335	[]
C1543336	[]
C1543337	[]
C1543338	[]
C1543339	[]
C1543340	[]
C1543341	[]
C1543342	[]
C1543343	[]
C1543344	[]
C1543345	[]
C1543346	[]
C1543347	[]
C1543348	[]
C1543349	[]
C1543350	[]
C1543351	[]
C1543352	[]
C1543353	[]
C1543354	[]
C1543355	[]
C1543356	[]
C1543357	[]
C1543358	[]
C1543359	[]
C1543360	[]
C1543361	[]
C1543362	[]
C1543363	[]
C1543364	[]
C1543365	[]
C1543366	[]
C1543367	[]
C1543368	[]
C1543369	[]
C1543370	['Patient escort information panel:-:Pt:^Escort:-']
C1543371	[]
C1543372	[]
C1543373	['Patient escort, other escort relationship:Text:Point in time:Escort:Narrative:CPHS']
C1543374	[]
C1543375	[]
C1543376	[]
C1543377	[]
C1543378	[]
C1543379	[]
C1543380	[]
C1543381	[]
C1543382	[]
C1543383	[]
C1543384	[]
C1543385	[]
C1543386	[]
C1543387	[]
C1543388	[]
C1543389	[]
C1543390	[]
C1543391	[]
C1543392	[]
C1543393	[]
C1543394	[]
C1543395	[]
C1543396	[]
C1543397	[]
C1543398	[]
C1543399	[]
C1543400	[]
C1543401	[]
C1543402	[]
C1543403	[]
C1543404	[]
C1543405	[]
C1543406	[]
C1543407	[]
C1543408	[]
C1543409	[]
C1543410	[]
C1543411	[]
C1543412	[]
C1543413	[]
C1543414	[]
C1543415	[]
C1543416	[]
C1543417	[]
C1543418	[]
C1543419	[]
C1543420	[]
C1543421	[]
C1543422	[]
C1543423	[]
C1543424	[]
C1543425	[]
C1543426	[]
C1543428	[]
C1543429	[]
C1543430	[]
C1543431	[]
C1543432	[]
C1543433	[]
C1543434	[]
C1543435	[]
C1543436	[]
C1543437	[]
C1543438	[]
C1543439	[]
C1543440	[]
C1543441	[]
C1543442	[]
C1543443	[]
C1543444	[]
C1543445	[]
C1543446	[]
C1543447	[]
C1543448	[]
C1543449	[]
