C0000727	['急腹症']
C2127381	['左内上眼睑发红']
C2127382	['左上眼睑外侧发红（症状）']
C2127383	['右眼扭曲的视觉图像']
C2127384	['左眼扭曲的视觉图像']
C2127385	['双眼扭曲的视觉图像']
C2127386	['右眼拉长的物体（症状）']
C2127387	['左眼拉长的物体（症状）']
C2127388	['物体拉长双眼']
C2127404	['夜间暴饮暴食（症状）']
C2127405	['右前臂麻木（症状）']
C2127406	['右前臂内侧麻木（症状）']
C2127407	['右前臂外侧麻木（症状）']
C2127408	['左前臂麻木（症状）']
C2127409	['左前臂内侧麻木（症状）']
C2127410	['左前臂外侧麻木（症状）']
C2127411	['双前臂麻木（症状）']
C2127412	['双前臂内侧麻木（症状）']
C2127413	['双前臂外侧麻木（症状）']
C2127414	['嗅觉突然不舒服（症状）']
C2127415	['右嘴角下垂伴闭眼无力（症状）']
C2127416	['左嘴角下垂伴闭眼无力（症状）']
C2127417	['两侧嘴角下垂，闭眼无力（症状）']
C2127418	['眨眼困难（症状）']
C2127419	['右侧眨眼困难（症状）']
C2127420	['左眼眨眼困难']
C2127421	['双眼眨眼困难']
C2127422	['肢体不活动（瘫痪）（症状）']
C2127423	['突然开始的肢体瘫痪（症状）']
C2127424	['淀粉餐后突然出现的肢体瘫痪（症状）']
C2127425	['伴有强烈情绪的肢体瘫痪（症状）']
C2127426	['入睡或醒来时四肢瘫痪（症状）']
C2127427	['入睡时四肢麻痹（症状）']
C2127428	['醒来时四肢麻痹（症状）']
C2127429	['复发性肢体瘫痪（症状）']
C2127431	['右手麻痹（症状）']
C2127432	['左手麻痹']
C2127433	['双侧手麻痹']
C2127434	['双侧腿麻痹']
C2127436	['上行性麻痹']
C2127439	['最近因无法锻炼而体重增加']
C2127442	['右面部疼痛']
C2127443	['左面部疼痛']
C2127471	['行走时下背部疼痛放射到腿部（症状）']
C2127472	['肘部突然“锁定”（症状）']
C2127473	['肘部折断感（症状）']
C2127474	['右肘痉挛感（症状）']
C2127475	['左肘部折断感（症状）']
C2127476	['双肘折断感（症状）']
C2127477	['无法伸直右肘（症状）']
C2127478	['无法伸直左肘（症状）']
C2127479	['无法伸直任一肘部（症状）']
C2127480	['右肘突然“锁定”（症状）']
C2127481	['左肘突然“锁定”（症状）']
C2127482	['双肘突然“锁定”（症状）']
C2127483	['右肱骨内侧上髁疼痛（症状）']
C2127484	['右肱骨外上髁疼痛（症状）']
C2127485	['右桡骨头部疼痛（症状）']
C2127486	['右桡动脉隧道疼痛（症状）']
C2127487	['左内侧上髁痛']
C2127488	['左上髁外侧痛']
C2127489	['左桡骨头痛']
C2127490	['左桡动脉隧道痛']
C2127492	['无法伸直右膝（症状）']
C2127493	['无法伸直左膝（症状）']
C2127494	['无法伸直双膝（症状）']
C2127495	['右膝突然弯曲（症状）']
C2127496	['左膝突然屈曲（症状）']
C2127497	['双膝突然弯曲（症状）']
C2127498	['右膝突然“锁定”（症状）']
C2127499	['左膝突然闭锁（症状）']
C2127500	['双膝突然“锁定”（症状）']
C2127501	['右膝痉挛感（症状）']
C2127502	['左膝痉挛感（症状）']
C2127503	['双膝折断感（症状）']
C2127504	['举重轻物时右肘关节疼痛更严重']
C2127505	['举重物时右肘关节疼痛更严重']
C2127506	['举起轻物体时，左肘关节疼痛更严重']
C2127507	['举起重物时左肘关节疼痛更严重']
C2127509	['右食指无力']
C2127510	['右中指无力']
C2127511	['右无名指无力']
C2127512	['右小指无力']
C2127514	['左手食指无力']
C2127515	['左中指无力']
C2127516	['左无名指无力']
C2127517	['左小指无力']
C2127521	['双手腕无力（症状）']
C2127522	['右手萎缩（症状）']
C2127523	['左手萎缩（症状）']
C2127524	['双手萎缩']
C2127525	['右上臂肌肉变小（症状）']
C2127526	['左上臂肌肉变小（症状）']
C2127527	['上臂两块肌肉的大小都在减小（症状）']
C2127529	['左小腿肌肉萎缩（症状）']
C2127530	['双侧小腿肌肉萎缩（症状）']
C2127531	['肘关节疼痛加剧']
C2127532	['腕关节屈曲加剧肘关节疼痛']
C2127533	['顺时针旋转手腕加剧肘关节疼痛（症状）']
C2127534	['逆时针旋转手腕的肘关节疼痛测试仪']
C2127535	['症状“右肘突然锁定”']
C2127536	['左肘突然“锁定”，但可能“解锁”（症状）']
C2127537	['两个“锁定”的肘部都可以“解锁”']
C2127538	['运动时肘部卡滞（症状）']
C2127539	['右肘在运动中卡住（症状）']
C2127540	['运动时左肘卡滞（症状）']
C2127541	['在运动过程中双肘部卡滞（症状）']
C2127542	['肘部漂浮物的感觉（症状）']
C2127543	['右肘有漂浮物的感觉（症状）']
C2127544	['左肘有漂浮物的感觉（症状）']
C2127545	['双肘有漂浮物的感觉（症状）']
C2127546	['肘关节感觉可能会滑出位置（症状）']
C2127547	['右肘关节感觉可能会滑脱（症状）']
C2127548	['左肘关节感觉可能会滑脱（症状）']
C2127549	['两个肘关节感觉可能会滑脱（症状）']
C2127550	['肘关节突然弯曲（症状）']
C2127551	['右肘关节突然弯曲（症状）']
C2127552	['左肘关节突然弯曲（症状）']
C2127553	['两个肘关节突然断裂（症状）']
C2127554	['肘部感觉好像要滑出关节（症状）']
C2127555	['右肘感觉好像要滑出关节（症状）']
C2127556	['左肘部感觉好像要滑出关节（症状）']
C2127557	['两个肘部都感觉会滑出关节（症状）']
C2127558	['肘关节感觉“错位”（症状）']
C2127559	['右肘关节感觉“错位”（症状）']
C2127560	['左肘关节感觉“错位”（症状）']
C2127561	['两个肘关节感觉“错位”（症状）']
C2127562	['不对称乳房增大，右大于左（症状）']
C2127563	['不对称乳房增大，左大于右（症状）']
C2127564	['多部位乳房疼痛（症状）']
C2127565	['乳房疼痛来来往往（症状）']
C2127567	['左乳头溢液（诊断）']
C2127578	['右膝在运动中卡滞（症状）']
C2127579	['运动时左膝卡滞（症状）']
C2127580	['双膝在运动中夹住（症状）']
C2127581	['膝盖有漂浮物的感觉（症状）']
C2127582	['右膝有漂浮物的感觉（症状）']
C2127583	['左膝有漂浮物的感觉（症状）']
C2127584	['双膝有漂浮物的感觉（症状）']
C2127585	['右膝关节感觉可能会滑脱（症状）']
C2127586	['左膝关节感觉可能会滑脱（症状）']
C2127587	['两个膝关节感觉可能会滑脱（症状）']
C2127588	['右膝关节感觉松弛（症状）']
C2127589	['左膝关节感觉松弛（症状）']
C2127590	['两个膝关节都感觉松弛（症状）']
C2127591	['右膝关节感觉“错位”（症状）']
C2127592	['左膝关节感觉“错位”（症状）']
C2127593	['双膝关节感觉“不合适”（症状）']
C2127594	['脚踝突然“锁定”（症状）']
C2127595	['右脚踝突然“锁定”（症状）']
C2127596	['左脚踝突然“锁定”（症状）']
C2127597	['双脚踝突然“锁定”（症状）']
C2127598	['踝关节痉挛感（症状）']
C2127599	['右脚踝折断感（症状）']
C2127600	['左脚踝震颤感（症状）']
C2127601	['双脚踝的痉挛感（症状）']
C2127602	['运动时脚踝卡滞（症状）']
C2127603	['运动时右脚踝卡滞（症状）']
C2127604	['运动时左脚踝卡滞（症状）']
C2127605	['双脚踝在运动中卡住（症状）']
C2127606	['脚踝有漂浮物的感觉（症状）']
C2127607	['右脚踝有漂浮物的感觉（症状）']
C2127608	['左脚踝有漂浮物的感觉（症状）']
C2127609	['双脚踝有漂浮物的感觉（症状）']
C2127610	['踝关节感觉可能会滑脱（症状）']
C2127611	['右踝关节感觉可能会滑脱（症状）']
C2127612	['左踝关节感觉可能会滑脱（症状）']
C2127613	['两个踝关节感觉可能会滑脱（症状）']
C2127614	['踝关节突然断裂（症状）']
C2127615	['右踝关节突然断裂（症状）']
C2127616	['左踝关节突然断裂（症状）']
C2127617	['两个踝关节突然断裂（症状）']
C2127618	['踝关节感觉松弛（症状）']
C2127619	['右踝关节感觉松弛（症状）']
C2127620	['左踝关节感觉松脱（症状）']
C2127621	['两个踝关节都感觉松弛（症状）']
C2127622	['右踝关节感觉“错位”（症状）']
C2127623	['左踝关节感觉“错位”（症状）']
C2127624	['两个踝关节感觉“错位”（症状）']
C2127625	['右髋突然“锁定”（症状）']
C2127626	['左髋突然“锁定”（症状）']
C2127627	['两个臀部突然“锁定”（症状）']
C2127628	['髋关节痉挛感（症状）']
C2127629	['右髋骨折感（症状）']
C2127630	['左髋骨折感（症状）']
C2127631	['两个臀部的弹跳感（症状）']
C2127632	['运动时右髋卡滞（症状）']
C2127633	['运动时左髋卡滞（症状）']
C2127634	['在运动过程中，两个髋部都会卡住（症状）']
C2127635	['臀部漂浮物的感觉（症状）']
C2127636	['右髋有漂浮物的感觉（症状）']
C2127637	['左髋有漂浮物的感觉（症状）']
C2127638	['有东西漂浮在两个臀部的感觉（症状）']
C2127639	['右髋关节感觉可能会滑脱（症状）']
C2127640	['左髋关节感觉可能会滑脱（症状）']
C2127641	['两个髋关节感觉可能会滑脱（症状）']
C2127642	['右髋关节突然断裂（症状）']
C2127643	['左髋关节突然松动（症状）']
C2127644	['两个髋关节突然断裂（症状）']
C2127645	['右髋关节感觉松动（症状）']
C2127646	['左髋关节感觉松脱（症状）']
C2127647	['两个髋关节都感觉松动（症状）']
C2127648	['右髋关节感觉“错位”（症状）']
C2127649	['左髋关节感觉“错位”（症状）']
C2127650	['两个髋关节都感觉“错位”（症状）']
C2127651	['肩部突然“锁定”（症状）']
C2127652	['右肩突然“锁定”（症状）']
C2127653	['左肩突然“锁定”（症状）']
C2127654	['双肩突然“锁定”（症状）']
C2127655	['肩上的弹跳感（症状）']
C2127656	['右肩痉挛感（症状）']
C2127657	['左肩折断感（症状）']
C2127658	['双肩有弹跳感（症状）']
C2127659	['运动过程中肩部卡滞（症状）']
C2127660	['运动时右肩卡滞（症状）']
C2127661	['运动时左肩卡滞（症状）']
C2127662	['双肩在运动过程中被夹住（症状）']
C2127663	['肩部漂浮物的感觉（症状）']
C2127664	['右肩有漂浮物的感觉（症状）']
C2127665	['左肩有漂浮物的感觉（症状）']
C2127666	['双肩有漂浮物的感觉（症状）']
C2127667	['肩关节感觉可能会滑脱（症状）']
C2127668	['右肩关节感觉可能会滑脱（症状）']
C2127669	['左肩关节感觉可能会滑脱（症状）']
C2127670	['两个肩关节感觉可能会滑脱（症状）']
C2127671	['肩关节突然断裂（症状）']
C2127672	['右肩关节突然断裂（症状）']
C2127673	['左肩关节突然断裂（症状）']
C2127674	['两个肩关节突然断裂（症状）']
C2127675	['肩部感觉会滑出位置（症状）']
C2127676	['右肩感觉会滑出位置（症状）']
C2127677	['左肩感觉会滑出位置（症状）']
C2127678	['两个肩膀都感觉会滑出原位（症状）']
C2127679	['右肩关节感觉“错位”（症状）']
C2127680	['左肩关节感觉“错位”（症状）']
C2127681	['两个肩关节感觉“错位”（症状）']
C2127682	['上楼时踝关节突然断裂（症状）']
C2127683	['颈部感觉开裂（症状）']
C2127684	['右内缘肩胛骨疼痛']
C2127685	['左内缘肩胛骨疼痛']
C2127686	['右内缘肩胛骨疼痛随运动加重']
C2127687	['右侧内边缘肩胛骨疼痛随运动而变化']
C2127688	['肩胛骨内侧的右上背部疼痛随着运动而改善（症状）']
C2127689	['左内缘肩胛骨疼痛随运动加重']
C2127690	['左内缘肩胛骨疼痛随运动而变化']
C2127691	['左内边缘肩胛骨疼痛随着运动而改善']
C2127692	['右上背痛肩胛骨下深处']
C2127693	['右上背痛肩胛骨下方深度比左下更严重（症状）']
C2127694	['左上背痛肩胛骨下深处']
C2127695	['左上背痛肩胛骨下方较右侧严重']
C2127696	['下背部疼痛向腿部扩散，右侧更严重（症状）']
C2127697	['下背部疼痛放射到腿部左侧更严重（症状）']
C2127698	['右膝盖骨似乎“不合适”（症状）']
C2127699	['左膝盖骨似乎“不合适”（症状）']
C2127700	['两个膝盖骨似乎“不合适”（症状）']
C2127701	['无法伸直手指（症状）']
C2127702	['右手无法伸直手指（症状）']
C2127703	['无法伸直右手拇指（症状）']
C2127704	['无法伸直右食指（症状）']
C2127705	['无法伸直右中指（症状）']
C2127706	['无法伸直右手小指（症状）']
C2127707	['无法拉直右无名指（症状）']
C2127708	['无法伸直左手手指（症状）']
C2127709	['无法伸直左手拇指（症状）']
C2127710	['无法伸直左手食指（症状）']
C2127711	['无法伸直左中指（症状）']
C2127712	['无法伸直左无名指（症状）']
C2127713	['无法伸直左手小指（症状）']
C2127714	['双手手指无法伸直（症状）']
C2127715	['手指突然“锁定”（症状）']
C2127716	['右手手指突然“锁定”（症状）']
C2127717	['右拇指突然“锁定”（症状）']
C2127718	['右拇指间歇性“锁定”（症状）']
C2127719	['右食指突然“锁定”（症状）']
C2127720	['右食指间歇性“锁定”（症状）']
C2127721	['右中指突然“锁定”（症状）']
C2127722	['右中指间歇性“锁定”（症状）']
C2127723	['右无名指突然“锁定”（症状）']
C2127724	['右无名指间歇性“锁定”（症状）']
C2127725	['右小指突然“锁定”（症状）']
C2127726	['右小指间歇性“锁定”（症状）']
C2127727	['左手手指突然“锁定”（症状）']
C2127728	['左手拇指突然“锁定”（症状）']
C2127729	['左拇指间歇性“锁定”（症状）']
C2127730	['左食指突然“锁定”（症状）']
C2127731	['左食指间歇性“锁定”（症状）']
C2127732	['左中指突然“锁定”（症状）']
C2127733	['左中指间歇性“锁定”（症状）']
C2127734	['左无名指突然“锁定”（症状）']
C2127735	['左无名指间歇性“锁定”（症状）']
C2127736	['左小指突然“锁定”（症状）']
C2127737	['左小指间歇性“锁定”（症状）']
C2127738	['双手手指突然“锁定”（症状）']
C2127739	['双手手指间歇性“锁定”（症状）']
C2127740	['手指折断感（症状）']
C2127741	['右手手指折断感（症状）']
C2127742	['右手拇指的一种突然的感觉']
C2127743	['右手食指发出啪啪声的感觉']
C2127744	['右中指有一种啪啪作响的感觉']
C2127745	['右无名指发出啪啪声的感觉']
C2127746	['右手小指有一种啪啪作响的感觉']
C2127747	['左手手指折断感（症状）']
C2127748	['左手拇指的一种突然的感觉']
C2127749	['左手食指发出啪啪声的感觉']
C2127750	['左中指有一种突然的感觉']
C2127751	['左手无名指发出啪啪声的感觉']
C2127752	['左手小指有一种啪啪作响的感觉']
C2127753	['双手手指的一种突然的感觉']
C2127754	['手指在运动过程中“卡住”（症状）']
C2127755	['右手手指在运动过程中“卡住”（症状）']
C2127756	['右手拇指在运动中“卡住”（症状）']
C2127757	['右食指在运动中“卡住”（症状）']
C2127758	['右中指在运动中“卡住”（症状）']
C2127759	['右无名指在运动过程中“卡住”（症状）']
C2127760	['右小指在运动过程中“卡住”（症状）']
C2127761	['左手手指在运动过程中“抓住”（症状）']
C2127762	['左拇指在运动中“卡住”（症状）']
C2127763	['左食指在运动过程中“卡住”（症状）']
C2127764	['左中指在运动中“卡住”（症状）']
C2127765	['左无名指在运动过程中“卡住”（症状）']
C2127766	['左小指在运动过程中“卡住”（症状）']
C2127767	['双手手指在运动中“卡住”（症状）']
C2127768	['手指关节有漂浮物的感觉（症状）']
C2127769	['右指关节有漂浮物的感觉（症状）']
C2127770	['感觉有什么东西漂浮在右手拇指关节上']
C2127771	['右手食指关节有漂浮物的感觉（症状）']
C2127772	['右手中指关节有漂浮物的感觉（症状）']
C2127773	['右手无名指关节有漂浮物的感觉（症状）']
C2127774	['右手小指关节有漂浮物的感觉（症状）']
C2127775	['左手手指关节有漂浮物的感觉（症状）']
C2127776	['左手拇指关节有漂浮物的感觉（症状）']
C2127777	['左手食指关节有漂浮物的感觉（症状）']
C2127778	['左手中指关节有漂浮物的感觉（症状）']
C2127779	['左手无名指关节有漂浮物的感觉（症状）']
C2127780	['左手小指关节有漂浮物的感觉（症状）']
C2127781	['双手手指关节有漂浮物的感觉']
C2127782	['手指关节感觉不稳定（症状）']
C2127783	['右手手指关节感觉不稳定（症状）']
C2127784	['右拇指关节感觉不稳定（症状）']
C2127785	['右拇指MCP关节感觉不稳定']
C2127786	['右拇指关节感觉不稳定']
C2127787	['右食指关节感觉不稳定（症状）']
C2127788	['右食指MCP关节感觉不稳定']
C2127789	['右食指尖关节感觉不稳定']
C2127790	['右手食指的下倾关节感觉不稳定']
C2127791	['右中指关节感觉不稳定（症状）']
C2127792	['右中指MCP关节感觉不稳定']
C2127793	['右中指尖关节感觉不稳定']
C2127794	['右中指下倾关节感觉不稳定']
C2127795	['右无名指关节感觉不稳定（症状）']
C2127796	['右无名指MCP关节感觉不稳定']
C2127797	['右无名指尖关节感觉不稳定']
C2127798	['右无名指下坠关节感觉不稳定']
C2127799	['右小指关节感觉不稳定（症状）']
C2127800	['右小指MCP关节感觉不稳定']
C2127801	['右小指尖关节感觉不稳定']
C2127802	['右小指下倾关节感觉不稳定']
C2127803	['左手手指关节感觉不稳定（症状）']
C2127804	['左手拇指关节感觉不稳定（症状）']
C2127805	['左手拇指MCP关节感觉不稳定']
C2127806	['左手拇指的IP关节感觉不稳定']
C2127807	['左食指关节感觉不稳定（症状）']
C2127808	['左手食指MCP关节感觉不稳定']
C2127809	['左手食指尖关节感觉不稳定']
C2127810	['左手食指的下倾关节感觉不稳定']
C2127811	['左中指关节感觉不稳定（症状）']
C2127812	['左中指MCP关节感觉不稳定']
C2127813	['左中指尖关节感觉不稳定']
C2127814	['左中指下倾关节感觉不稳定']
C2127815	['左无名指关节感觉不稳定（症状）']
C2127816	['左无名指MCP关节感觉不稳定']
C2127817	['左无名指尖关节感觉不稳定']
C2127818	['左手无名指的下坠关节感觉不稳定']
C2127819	['左小指关节感觉不稳定（症状）']
C2127820	['左小指MCP关节感觉不稳定']
C2127821	['左小指尖关节感觉不稳定']
C2127822	['左手小指的下倾关节感觉不稳定']
C2127823	['双手手指关节感觉不稳定（症状）']
C2127824	['指关节松动']
C2127825	['右手手指关节感觉松弛（症状）']
C2127826	['右拇指关节感觉松弛（症状）']
C2127827	['右手拇指掌指关节感觉松脱（症状）']
C2127828	['右拇指指间关节感觉松弛（症状）']
C2127829	['右食指关节松动（症状）']
C2127830	['右食指掌指关节感觉松脱（症状）']
C2127831	['右食指近端指间关节感觉松脱（症状）']
C2127832	['右食指远端指间关节感觉松脱（症状）']
C2127833	['右中指关节松动（症状）']
C2127834	['右中指掌指关节感觉松脱（症状）']
C2127835	['右中指近端指间关节感觉松脱（症状）']
C2127836	['右中指远端指间关节感觉松脱（症状）']
C2127837	['右无名指关节松动（症状）']
C2127838	['右无名指掌指关节感觉松脱（症状）']
C2127839	['右无名指近端指间关节感觉松脱（症状）']
C2127840	['右无名指远端指间关节感觉松脱（症状）']
C2127841	['右小指关节松动（症状）']
C2127842	['右小指掌指关节感觉松脱（症状）']
C2127843	['右小指近端指间关节感觉松脱（症状）']
C2127844	['右小指远端指间关节感觉松脱（症状）']
C2127845	['左手手指关节感觉松动（症状）']
C2127846	['左手拇指关节感觉松弛（症状）']
C2127847	['左手拇指MCP感觉松了']
C2127848	['左手拇指指间关节感觉松脱（症状）']
C2127849	['左手食指关节松动（症状）']
C2127850	['左手食指MCP感觉松了']
C2127851	['左手食指尖感觉松了']
C2127852	['左食指远端指间关节感觉松脱（症状）']
C2127853	['左中指关节松动（症状）']
C2127854	['左中指MCP感觉松弛']
C2127855	['左中指感觉松了']
C2127856	['左中指远端指间关节感觉松脱（症状）']
C2127857	['左无名指关节松动（症状）']
C2127858	['左无名指MCP感觉松脱']
C2127859	['左无名指感觉松了']
C2127860	['左无名指远端指间关节感觉松脱（症状）']
C2127861	['左手小指关节松动（症状）']
C2127862	['左手小指MCP感觉松了']
C2127863	['左手小指尖感觉松了']
C2127864	['左小指远端指间关节感觉松脱（症状）']
C2127865	['双手手指关节感觉松弛（症状）']
C2127866	['手指关节感觉“错位”（症状）']
C2127867	['右手手指关节感觉“错位”（症状）']
C2127868	['右拇指关节感觉“错位”（症状）']
C2127869	['右拇指MCP关节感觉“不合适”']
C2127870	['右拇指指间关节感觉“错位”（症状）']
C2127871	['右食指关节感觉“错位”（症状）']
C2127872	['右食指MCP关节感觉“错位”']
C2127873	['右食指尖关节感觉“不合适”']
C2127874	['右手食指的下坠关节感觉“不合适”']
C2127875	['右中指关节感觉“错位”（症状）']
C2127876	['右中指MCP关节感觉“错位”']
C2127877	['右中指尖关节感觉“不合适”']
C2127878	['右中指的下坠关节感觉“不合适”']
C2127879	['右无名指关节感觉“错位”（症状）']
C2127880	['右无名指MCP关节感觉“错位”']
C2127881	['右无名指的小关节感觉“不合适”']
C2127882	['右无名指的蘸酱关节感觉“不合适”']
C2127883	['右小指关节感觉“错位”（症状）']
C2127884	['右小指MCP关节感觉“错位”']
C2127885	['右小指的小关节感觉“不合适”']
C2127886	['右手小指的蘸酱关节感觉“不合适”']
C2127887	['左手手指关节感觉“错位”（症状）']
C2127888	['左手拇指关节感觉“错位”（症状）']
C2127889	['左手拇指MCP感觉“不合适”']
C2127890	['左手拇指指间关节感觉“错位”（症状）']
C2127891	['左食指关节感觉“错位”（症状）']
C2127892	['左手食指MCP感觉“不合适”']
C2127893	['左手食指尖感觉“不合适”']
C2127894	['左手食指的下坠关节感觉“不合适”']
C2127895	['左中指关节感觉“错位”（症状）']
C2127896	['左中指MCP感觉“不合适”']
C2127897	['左中指尖感觉“不合适”']
C2127898	['左手中指的蘸酱关节感觉“不合适”']
C2127899	['左无名指关节感觉“错位”（症状）']
C2127900	['左无名指MCP感觉“不合适”']
C2127901	['左无名指尖感觉“不合适”']
C2127902	['左手无名指的蘸酱关节感觉“不合适”']
C2127903	['左小指关节感觉“错位”（症状）']
C2127904	['左小指MCP感觉“不合适”']
C2127905	['左小指尖感觉“不合适”']
C2127906	['左手小指的蘸酱关节感觉“不合适”']
C2127907	['双手手指关节感觉“错位”（症状）']
C2127908	['手腕突然“锁定”（症状）']
C2127909	['右腕突然“锁定”（症状）']
C2127910	['左手腕突然“锁定”（症状）']
C2127911	['两个手腕突然“锁定”（症状）']
C2127912	['腕关节弹跳感（症状）']
C2127913	['右手腕的弹跳感（症状）']
C2127914	['左手腕抓拍感（症状）']
C2127915	['双腕部痉挛感（症状）']
C2127916	['手腕在运动中卡住']
C2127917	['运动过程中右腕卡滞（症状）']
C2127918	['运动时左腕卡滞（症状）']
C2127919	['两个手腕在运动时都会卡住（症状）']
C2127920	['手腕有漂浮物的感觉（症状）']
C2127921	['右手腕有东西漂浮的感觉（症状）']
C2127922	['左手腕有东西漂浮的感觉（症状）']
C2127923	['两个手腕都有漂浮物的感觉（症状）']
C2127924	['腕关节感觉可能会滑脱（症状）']
C2127925	['右腕关节感觉可能会滑脱（症状）']
C2127926	['左腕关节感觉可能会滑脱（症状）']
C2127927	['两个腕关节感觉可能会滑脱（症状）']
C2127928	['腕关节突然断裂']
C2127929	['右腕关节突然断裂（症状）']
C2127930	['左腕关节突然断裂（症状）']
C2127931	['两个腕关节突然断裂（症状）']
C2127932	['腕关节感觉松了']
C2127933	['右腕关节感觉松脱（症状）']
C2127934	['左腕关节感觉松脱（症状）']
C2127935	['两个腕关节都感觉松脱（症状）']
C2127936	['腕关节感觉“错位”（症状）']
C2127937	['右腕关节感觉“错位”（症状）']
C2127938	['左腕关节感觉“错位”（症状）']
C2127939	['两个腕关节都感觉“错位”（症状）']
C2127940	['无法伸直脚趾（症状）']
C2127941	['右脚脚趾无法伸直（症状）']
C2127942	['无法伸直右大脚趾（症状）']
C2127943	['无法拉直右第二脚趾（症状）']
C2127944	['无法拉直右中脚趾（症状）']
C2127945	['无法拉直右第四脚趾（症状）']
C2127946	['无法伸直右小脚趾（症状）']
C2127947	['左脚脚趾无法伸直（症状）']
C2127948	['无法伸直左大脚趾（症状）']
C2127949	['无法伸直左第二脚趾（症状）']
C2127950	['无法伸直左中脚趾（症状）']
C2127951	['无法伸直左第四脚趾（症状）']
C2127952	['无法伸直左小脚趾（症状）']
C2127953	['无法伸直双脚的脚趾']
C2127954	['脚趾突然“锁住”']
C2127955	['右脚趾突然“锁定”（症状）']
C2127956	['右大脚趾突然“锁定”（症状）']
C2127957	['右大脚趾间歇性“闭锁”（症状）']
C2127958	['右第二脚趾突然“锁定”（症状）']
C2127959	['右第二脚趾间歇性“锁定”（症状）']
C2127960	['右中脚趾突然“锁定”（症状）']
C2127961	['右中脚趾间歇性“锁定”（症状）']
C2127962	['右第四脚趾突然“锁定”（症状）']
C2127963	['右第四脚趾间歇性“锁定”（症状）']
C2127964	['右小脚趾突然“锁定”（症状）']
C2127965	['右小脚趾间歇性“锁定”（症状）']
C2127966	['左脚趾突然“锁定”（症状）']
C2127967	['左大拇指突然“锁定”（症状）']
C2127968	['左大脚趾间歇性“锁定”（症状）']
C2127969	['左第二脚趾突然“锁定”（症状）']
C2127970	['左第二脚趾间歇性“锁定”（症状）']
C2127971	['左中脚趾突然“锁定”（症状）']
C2127972	['左中脚趾间歇性“锁定”（症状）']
C2127973	['左第四脚趾突然“锁定”（症状）']
C2127974	['左第四脚趾间歇性“锁定”（症状）']
C2127975	['左小脚趾突然“锁定”（症状）']
C2127976	['左小脚趾间歇性“锁定”（症状）']
C2127977	['双脚的脚趾突然“锁定”']
C2127978	['双脚的脚趾间歇性地“锁定”']
C2127979	['脚趾抓挠感（症状）']
C2127980	['右脚脚趾痉挛感（症状）']
C2127981	['右脚大拇趾痉挛感（症状）']
C2127982	['右第二脚趾的抓挠感（症状）']
C2127983	['右中趾抓挠感（症状）']
C2127984	['右脚第四脚趾的抓挠感（症状）']
C2127985	['右小脚趾抓挠感（症状）']
C2127986	['左脚脚趾痉挛感（症状）']
C2127987	['左脚大脚趾痉挛感（症状）']
C2127988	['左脚第二个脚趾的抓挠感（症状）']
C2127989	['左中趾抓挠感（症状）']
C2127990	['左脚第四脚趾的痉挛感（症状）']
C2127991	['左脚小脚趾抓挠感（症状）']
C2127992	['双足脚趾痉挛感（症状）']
C2127993	['脚趾在运动中“卡滞”（症状）']
C2127994	['右脚脚趾在运动中“卡滞”（症状）']
C2127995	['右脚大脚趾在运动中“卡住”（症状）']
C2127996	['右第二脚趾在运动过程中“卡住”（症状）']
C2127997	['右中脚趾在运动中“卡住”（症状）']
C2127998	['右第四脚趾在运动过程中“卡住”（症状）']
C2127999	['右脚小脚趾在运动中“卡住”（症状）']
C2128000	['左脚脚趾在运动中“卡滞”（症状）']
C2128001	['左大脚趾在运动过程中“卡住”（症状）']
C2128002	['左第二脚趾在运动中“卡住”（症状）']
C2128003	['左中脚趾在运动中“卡住”（症状）']
C2128004	['左第四脚趾在运动中“卡住”（症状）']
C2128005	['左小脚趾在运动中“卡住”（症状）']
C2128006	['在运动过程中，双脚的脚趾“接住”']
C2128007	['脚趾有漂浮物的感觉（症状）']
C2128008	['右脚趾有漂浮物的感觉（症状）']
C2128009	['右大脚趾有漂浮物的感觉（症状）']
C2128010	['右第二脚趾有漂浮物的感觉（症状）']
C2128011	['右中脚趾有漂浮物的感觉（症状）']
C2128012	['右第四脚趾有漂浮物的感觉（症状）']
C2128013	['右小脚趾有漂浮物的感觉（症状）']
C2128014	['左脚趾有漂浮物的感觉（症状）']
C2128015	['左脚大脚趾有漂浮物的感觉（症状）']
C2128016	['左第二脚趾有漂浮物的感觉（症状）']
C2128017	['左中脚趾有漂浮物的感觉（症状）']
C2128018	['左脚第四脚趾有漂浮物的感觉（症状）']
C2128019	['左脚小脚趾有漂浮物的感觉（症状）']
C2128020	['双脚脚趾有漂浮物的感觉（症状）']
C2128021	['右大脚趾关节感觉不稳定（症状）']
C2128022	['右大脚趾跖趾关节感觉不稳定（症状）']
C2128023	['右拇趾指间关节感觉不稳定（症状）']
C2128024	['右第二脚趾关节感觉不稳定（症状）']
C2128025	['右第二脚趾跖趾关节感觉不稳定（症状）']
C2128026	['右第二脚趾的小关节感觉不稳定']
C2128027	['右第二脚趾的下倾关节感觉不稳定']
C2128028	['右中趾关节感觉不稳定（症状）']
C2128029	['右中趾跖趾关节感觉不稳定（症状）']
C2128030	['右中趾尖关节感觉不稳定']
C2128031	['右中趾下倾关节感觉不稳定']
C2128032	['右第四脚趾关节感觉不稳定（症状）']
