C0000742	['阿贝尔森白血病病毒']
C4469291	['假单胞菌病毒KPP25']
C4469292	['假单胞菌病毒R18']
C4469294	['LUZ7病毒']
C4469295	['假单胞菌病毒KPP21']
C4469296	['假单胞菌病毒7']
C4469314	['伍德夫病毒']
C4469315	['链霉菌病毒TP1604']
C4469316	['链霉菌病毒YDN12']
C4469317	['戈尔多尼亚病毒Hotorobo']
C4469318	['戈尔多尼亚病毒蒙蒂']
C4469319	['戈尔多尼亚病毒的灾难']
C4469324	['Bclasvirinae']
C4469325	['麦克拉斯维利纳']
C4469326	['Pclasvirinae']
C4469327	['库珀病毒']
C4469328	['琵琶鱼病毒']
C4469329	['玫瑰丛病毒']
C4469330	['戈丁分枝杆菌病毒']
C4469331	['贝尔纳多分枝杆菌病毒']
C4469338	['雅典娜分枝杆菌病毒']
C4469339	['分枝杆菌病毒']
C4469340	['梭鱼分枝杆菌病毒']
C4469341	['芹菜分枝杆菌病毒']
C4469343	['分枝杆菌病毒']
C4469351	['阿达维分枝杆菌病毒']
C4469352	['贾马尔分枝杆菌病毒']
C4469353	['棕色分枝杆菌病毒']
C4469354	['分枝杆菌病毒Bane1']
C4469355	['Vincenzo分枝杆菌病毒']
C4469359	['Chrisnmich分枝杆菌病毒']
C4469360	['库珀分枝杆菌病毒']
C4469361	['奈杰尔分枝杆菌病毒']
C4469362	['分枝杆菌病毒毒刺']
C4469363	['泽马纳分支杆菌病毒']
C4469371	['鱼本病毒']
C4469372	['褐飞虱病毒']
C4469373	['Bignuz分枝杆菌病毒']
C4469374	['布鲁萨科拉姆分枝杆菌病毒']
C4469375	['多诺万分枝杆菌病毒']
C4469376	['Fishburne分枝杆菌病毒']
C4469377	['Jebeks分枝杆菌病毒']
C4469378	['马里分支杆菌病毒']
C4469379	['分枝杆菌病毒']
C4469380	['邦戈病毒']
C4469381	['分枝杆菌病毒']
C4469382	['阿布病毒']
C4469383	['Abouvio短杆菌病毒']
C4469384	['戴维斯短杆菌病毒']
C4469385	['Agrican357病毒']
C4469386	['欧文氏病毒']
C4469387	['欧文氏病毒Ea35-70']
C4469388	['欧文氏病毒射线']
C4469389	['欧文氏病毒Simmy50']
C4469390	['特殊欧文氏病毒']
C4469391	['ARV1病毒']
C4469392	['关节杆菌病毒ArV1']
C4469393	['Trina关节杆菌病毒']
C4469394	['埃夫斯莫尔芽孢杆菌病毒']
C4469395	['猫王病毒']
C4469396	['假单胞菌病毒']
C4469397	['吉默病毒']
C4469398	['短杆菌病毒']
C4469399	['沙门氏菌SPN3US病毒']
C4469400	['佩里西维鲁斯']
C4469401	['布鲁氏菌病毒']
C4469402	['布鲁氏菌结核病毒']
C4469405	['芽孢杆菌病毒Bc431']
C4469406	['芽孢杆菌病毒Bcp1']
C4469407	['芽孢杆菌病毒BCP82']
C4469408	['芽孢杆菌病毒BM15']
C4469409	['深蓝色芽孢杆菌病毒']
C4469410	['芽孢杆菌病毒JBP901']
C4469411	['萨班巴病毒']
C4469412	['芽孢杆菌病毒BCP78']
C4469413	['沙巴芽孢杆菌病毒']
C4469415	['麦角菌黄脉鼓室病毒']
C4469661	['幽门螺杆菌噬菌体Pt5303G']
C4469675	['球孢白僵菌病毒6']
C4469770	['奥西里斯短杆菌病毒']
C4469858	['温州利维样病毒3']
C4469859	['温州小核糖核酸样病毒25']
C4469864	['沙门氏菌噬菌体SE40']
C4469865	['噬菌体弧菌pVa-8']
C4469919	['梭菌噬菌体DHM5']
C4469944	['内啡病毒样病毒']
C4469961	['SEP1病毒']
C4469962	['大肠杆菌JSE病毒']
C4470050	['温州虾病毒9']
C4470051	['乌产罗曼氏线虫病毒1']
C4470052	['武汉屋蜈蚣病毒1型']
C4470278	['武汉昆虫病毒27']
C4470279	['武汉蜗牛病毒2型']
C4470306	['埃斯卡莱肌炎betaherpesvirus 2']
C4470321	['葡萄球菌噬菌体pSco-10']
C4470542	['变形杆菌噬菌体ColProt222']
C4470551	['日本核盘菌病毒1']
C4470567	['长喙赤霉病环状病毒1']
C4470574	['双夸脱病毒']
C4470656	['北海利维样病毒23']
C4470688	['噬菌体15G']
C4470854	['北海纳那样病毒1']
C4470855	['北海野田样病毒3']
C4470856	['北海小核糖核酸样病毒102']
C4470857	['北海小核糖核酸样病毒33']
C4470936	['副粘病毒PMV-19']
C4470937	['副粘病毒PMV-56']
C4470999	['噬菌体弧菌vB_VhaS-tm']
C4471054	['小苏塞克斯病毒']
C4471143	['硅藻菌落相关dsRNA病毒15']
C4471144	['硅藻菌落相关病毒样RNA片段2']
C4471169	['苦碟子黄斑驳病毒1']
C4471214	['噬菌体IPP11链球菌']
C4471241	['北海小核糖核酸样病毒75']
C4471243	['北海星虫1号病毒']
C4471244	['北海索贝莫样病毒24']
C4471245	['北海tombus样病毒12']
C4471268	['肉毒杆菌2型菌核病']
C4471367	['戈尔多尼亚病毒']
C4471379	['希瓦尼沙门氏菌病毒']
C4471442	['北海赵氏病毒样病毒2']
C4471443	['长江小核糖核酸样病毒16']
C4471444	['长江tombus样病毒16']
C4471445	['黄瓜花叶病毒RNA3']
C4471446	['湖北布尼亚样病毒5']
C4471447	['湖北双翅目病毒14']
C4471448	['湖北恩多纳样病毒1']
C4471456	['沙波病毒Hu\\/Pune\\/NIV076111\\/2007\\/印度']
C4471462	['静脉病毒5A']
C4471513	['poae镰刀菌dsRNA病毒2']
C4471524	['dsRNA病毒样5']
C4471586	['洛切利丙酸杆菌病毒']
C4471587	['丙酸杆菌病毒']
C4471588	['红球菌病毒Poco6']
C4471615	['弧菌噬菌体1.172。O.10N。261.52.F5']
C4471616	['弧菌噬菌体1.199。B.(10 n.)。286.55.C10']
C4471617	['弧菌噬菌体1.043。O.10N。261.52.C7']
C4471630	['噬菌体IPP50链球菌']
C4471631	['噬菌体IPP9链球菌']
C4471636	['Posavirus 8805株']
C4471670	['湖北利维样病毒6型']
C4471712	['立枯病丝核菌有丝分裂病毒20']
C4471713	['CIRB12-NH病毒']
C4471714	['人多瘤病毒4']
C4471758	['猪阴囊多瘤病毒1']
C4471806	['弧菌噬菌体1.174。O.10N。261.55.A8']
C4471807	['弧菌噬菌体1.142。O.10N。261.49.E11']
C4471808	['弧菌噬菌体1.125。O.10N。286.49.F5']
C4471809	['噬菌体1.064。O.10N。261.52.E2']
C4471856	['花生平托伊病毒']
C4471859	['车前潜伏病毒']
C4471865	['湖北纳纳样病毒9']
C4471866	['湖北野田样病毒25']
C4471867	['湖北partiti样病毒15']
C4471868	['湖北Permutetra样病毒1']
C4471982	['水飞蓟疱疹病毒1']
C4472006	['TiN2病毒']
C4472007	['爱德华氏病毒KF1']
C4472008	['沃斯病毒']
C4472009	['邦戈分枝杆菌病毒']
C4472094	['湖北小核糖核酸样病毒39']
C4472095	['湖北小核糖核酸样病毒63']
C4472096	['湖北小核糖核酸样病毒80']
C4472097	['湖北sobemo样病毒16']
C4472119	['静止病毒A4']
C4472237	['布尼亚病毒']
C4472243	['Cronobacter病毒CR8']
C4472282	['CVM10病毒']
C4472288	['番茄曲叶布基纳法索病毒']
C4472307	['关节杆菌噬菌体']
C4472309	['湖北蜱病毒2']
C4472310	['湖北tombus样病毒39']
C4472311	['湖北维加样病毒19']
C4472312	['类小核糖核酸病毒']
C4472313	['三峡tombus样病毒7']
C4472337	['麋鹿gammaherpesvirus 1']
C4472495	['新城安非他明病毒']
C4472551	['沙河等足类病毒2型']
C4472552	['沙阳鸡蛔虫病毒2型']
C4472553	['温岭甲壳动物病毒11']
C4472554	['温岭纳那样病毒6']
C4472555	['温岭partiti-like病毒7']
C4472556	['温岭托蒂样病毒3']
C4472570	['圆环病毒科。']
C4472673	['未分类的betapolomavirus']
C4472741	['红球菌噬菌体']
C4472753	['茎杆菌噬菌体Ccr32']
C4472773	['大猩猩beringei beringei多瘤病毒']
C4472862	['结肠-牛骨病相关细胞弹状病毒']
C4472913	['不动杆菌病毒AbC62']
C4472963	['气单胞菌AS4病毒']
C4473008	['假单胞菌病毒KPP10']
C4483203	['风疹病毒基因型']
C4483319	['腮腺炎病毒基因型']
C4483708	['水痘带状疱疹病毒分支']
C4484143	['腺病毒11']
C4484144	['腺病毒14']
C4484145	['腺病毒16']
C4484146	['腺病毒21']
C4484147	['腺病毒3']
C4484148	['腺病毒4']
C4484149	['腺病毒7']
C4484164	['基孔肯亚病毒RNA+登革热病毒']
C4484183	['维多利亚州B型流感病毒']
C4484201	['猪细小病毒1型']
C4484202	['猪细小病毒2型']
C4505450	['ICIHV-6A']
C4505451	['染色体整合型人类疱疹病毒6A']
C4505452	['染色体整合型人类疱疹病毒6B']
C4505453	['iciHHV-6']
C4505454	['iciHHV-6B']
C4505455	['染色体整合型人类疱疹病毒6']
C4510760	['人类腺病毒52（有机体）']
C4510761	['人类腺病毒54（有机体）']
C4510762	['人腺病毒55（有机体）']
C4510763	['人类腺病毒56（有机体）']
C4511119	['腮腺炎基因型A（有机体）']
C4511120	['腮腺炎基因型B（有机体）']
C4511121	['腮腺炎基因型C（有机体）']
C4511122	['腮腺炎基因型D（有机体）']
C4511123	['腮腺炎基因型F（有机体）']
C4511124	['腮腺炎基因型G（有机体）']
C4511125	['腮腺炎基因型H（有机体）']
C4511126	['腮腺炎基因型I（有机体）']
C4511127	['腮腺炎基因型J（有机体）']
C4511128	['腮腺炎基因型K（有机体）']
C4511129	['腮腺炎基因型L（有机体）']
C4511130	['腮腺炎基因型N（有机体）']
C4511149	['人α-疱疹病毒3分支1（有机体）']
C4511150	['人α疱疹病毒3亚类2（有机体）']
C4511151	['人类α-疱疹病毒3分支3（有机体）']
C4511152	['人α疱疹病毒3型4分支（有机体）']
C4511153	['人α疱疹病毒3亚5（有机体）']
C4511240	['腮腺炎病毒基因型未分类']
C4517114	['麻疹病毒F型（有机体）']
C4517115	['麻疹病毒E型（有机体）']
C4517116	['D1']
C4517117	['麻疹病毒B1基因型（机体）']
C4517118	['G1']
C4520973	['塔卡里贝马马雷纳病毒']
C4521578	['猿腺病毒11']
C4521579	['猴腺病毒6']
C4521580	['猴腺病毒4']
C4521581	['猿腺病毒3']
C4521582	['猴腺病毒14']
C4521583	['猿腺病毒9']
C4521584	['猿腺病毒10']
C4521769	['肠病毒D']
C4528567	['基因工程HSV-1病毒rQNestin34。5伏。2.']
C4533719	['登革热病毒1+2+3+4和寨卡病毒']
C4533722	['埃博拉和马尔堡病毒']
C4533744	['猪圆环病毒2型株']
C4533745	['猪圆环病毒2a型']
C4533746	['猪圆环病毒2b型']
C4541993	['voretigene neparvovec']
C4541994	['voretigene neparvovec rzyl（药物）']
C4541997	['卢克斯特纳']
C4543683	['安第斯中部普拉塔病毒（生物体）']
C4543684	['Hu39694病毒（生物体）']
C4543685	['莱希瓜纳斯病毒（生物体）']
C4547186	['鸭甲型肝炎病毒2型']
C4547188	['鱼正呼肠孤病毒']
C4547190	['腺相关病毒5']
C4553225	['人造卫星']
C4554371	['IE']
C4554403	['29']
C4554404	['20']
C4554405	['26']
C4554422	['A2']
C4554466	['O型口蹄疫病毒']
C4554527	['25']
C4554532	['A1']
C4554577	['口蹄疫病毒血清型SAT 1']
C4554578	['巨细胞病毒基因型gH2']
C4554588	['101']
C4554591	['H9']
C4554592	['H5']
C4554593	['巨细胞病毒基因型gH1']
C4554710	['34-问题的答案']
C4554818	['IC']
C4556131	['利什曼原虫RNA病毒。']
C4556151	['噬菌体Vf33']
C4556160	['冬青曲叶病毒']
C4556169	['伪病毒科']
C4556170	['假病毒']
C4556174	['人乳头瘤病毒。']
C4556194	['人类杯状病毒NV\\/CCS14\\/1997\\/VE']
C4556195	['人类杯状病毒NV\\/CCS17\\/1997\\/VE']
C4556232	['未分类脂蓟马科']
C4556285	['木瓜卷叶']
C4556303	['诺沃克病毒Hu\\/CHN360\\/BJ99']
C4556329	['未分类的乳头瘤病毒']
C4556332	['人类杯状病毒Hu\\/SaV4895\\/2001\\/Bra']
C4556335	['噬菌体卡帕弧菌']
C4556373	['普通助产士蟾蜍蛙病毒']
C4556418	['辣椒卷叶印度病毒']
C4556761	['诺沃克病毒Hu\\/Afyon\\/65\\/2007\\/TR']
C4556892	['弧菌噬菌体ND1-fs1']
C4556916	['牛肠道病毒Bo\\/15CTE\\/2010\\/ITA']
C4556917	['牛肠道病毒Bo\\/22CTE\\/2010\\/ITA']
C4556918	['牛肠道病毒Bo\\/9CTE\\/2010\\/ITA']
C4556922	['分枝杆菌噬菌体']
C4556943	['牛肠道病毒Bo\\/9PE\\/2010\\/ITA']
C4556985	['分枝杆菌噬菌体JHC117']
C4556986	['分枝杆菌噬菌体微狼']
C4557008	['分枝杆菌噬菌体']
C4557075	['Astro分支杆菌噬菌体']
C4557102	['乳腺病毒7']
C4557103	['乳腺病毒8']
C4557104	['乳腺病毒9']
C4557105	['乳腺星形细胞病毒11']
C4557106	['乳腺星形细胞病毒14']
C4557107	['乳腺病毒15']
C4557108	['乳腺星形细胞病毒16']
C4557109	['乳腺星形细胞病毒18']
C4557110	['Torque teno-sus病毒k2（分离株猪\\/新西兰\\/38E05\\/2007）']
C4557393	['未分类伽马冠状病毒']
C4557557	['麻疯树黄色花叶病毒']
C4557597	['Upsilonpapillomavirus 3']
C4557598	['芙蓉绿斑病毒2']
C4557599	['钩吻金花叶哈瓦那病毒']
C4557740	['沙波病毒Hu\\/GI\\/瓦加杜古\\/BF118\\/2012\\/BFA']
C4557741	['沙波病毒Hu\\/GII\\/瓦加杜古\\/BF84\\/2011\\/BFA']
C4557742	['沙波病毒Hu\\/GII\\/瓦加杜古\\/BF36\\/2011\\/BFA']
C4557743	['沙波病毒Hu\\/GII\\/瓦加杜古\\/BF158\\/2012\\/BFA']
C4557744	['沙波病毒Hu\\/GII\\/瓦加杜古\\/BF47\\/2011\\/BFA']
C4557745	['沙波病毒Hu\\/GII\\/瓦加杜古\\/BF52\\/2011\\/BFA']
C4557746	['沙波病毒Hu\\/GII\\/瓦加杜古\\/TB44\\/2012\\/BFA']
C4557822	['番茄卷叶班加罗尔1号β卫星']
C4557823	['番茄卷叶班加罗尔4号贝塔卫星']
C4558069	['红蓟黄叶卷曲']
C4558875	['肠杆菌噬菌体ATK47']
C4558876	['肠杆菌噬菌体ATK48']
C4558877	['肠杆菌噬菌体Kha5h']
C4558878	['肠杆菌噬菌体gish']
C4558879	['肠杆菌噬菌体XTG1']
C4558880	['肠杆菌噬菌体Aplg8']
C4558881	['肠杆菌噬菌体KhF1']
C4558882	['肠杆菌噬菌体KhF2']
C4558896	['沙门氏菌噬菌体35']
C4558921	['萨科布病毒A']
C4558942	['副粘病毒科。']
C4558977	['蜡样芽孢杆菌噬菌体PBC6']
C4558978	['蜡样芽孢杆菌噬菌体PBC2']
C4558979	['蜡样芽孢杆菌噬菌体PBC5']
C4558986	['正庚病毒C']
C4559759	['番茄褪绿斑点圭亚那病毒']
C4559772	['梅斯塔黄脉镶嵌字母卫星']
C4559854	['猴腺病毒17']
C4560043	['金黄色葡萄球菌噬菌体P282']
C4560044	['金黄色葡萄球菌噬菌体P630']
C4560059	['未分类Pbunalikevirus']
C4560065	['球孢白僵菌多霉菌病毒3']
C4560067	['兔杯状病毒']
C4560076	['肩胛骨硬蜱相关病毒3']
C4560077	['肩胛硬蜱布尼亚病毒']
C4560078	['肩胛硬蜱病毒']
C4561189	['帕雷乔病毒B']
C4561350	['心脏病毒C']
C4561485	['肠球菌噬菌体TSR-2016a']
C4561503	['未分类托氏病毒']
C4561504	['山羊托病毒']
C4561559	['葡萄球菌噬菌体P1105']
C4561565	['噬菌体KNP2']
C4561566	['噬菌体KNP4']
C4561813	['Ruegeria mobilis 45A6原噬菌体']
C4561860	['稻黄单胞菌。水稻噬菌体Xoo-sp2']
C4561861	['卡拉病毒HSO-2016a']
C4561961	['噬菌体雷姆斯葡萄球菌']
C4562042	['嗜噬菌体链球菌081102']
C4562043	['噬菌体链球菌phiJH1301-1']
C4562044	['噬菌体链球菌']
C4562045	['噬菌体链球菌phiZJ20091101-2']
C4562046	['噬菌体链球菌phiZJ20091101-3']
C4562047	['链球菌噬菌体phiZJ20091101-4']
C4562048	['噬菌体链球菌phiJH1301-2']
C4562049	['链球菌噬菌体phiZJ20091101-1']
C4562120	['真膀胱黄单胞菌噬菌体KF1']
C4562274	['蝙蝠相关圆环病毒1']
C4562275	['蝙蝠相关圆环病毒2']
C4562276	['蝙蝠相关圆环病毒3']
C4562295	['甘蔗条纹病毒']
C4562313	['假单胞菌噬菌体vB_Pae436M-8']
C4562314	['假单胞菌噬菌体vB_575P-3']
C4562315	['假单胞菌噬菌体vB_Pae1396P-5']
C4562316	['沙门氏菌噬菌体vB_SenM-2']
C4562318	['葡萄球菌噬菌体vB_SscM-2']
C4562471	['蝗虫Antonospora病毒1']
C4562492	['芽孢杆菌噬菌体PK16']
C4562494	['Cronobacter噬菌体vB_CsaM_leE']
C4562495	['气单胞菌噬菌体Ahp2']
C4562679	['乳球菌噬菌体10W18']
C4562680	['乳球菌噬菌体10W22S']
C4562681	['乳球菌噬菌体13W11L']
C4562682	['乳球菌噬菌体16W12L']
C4562683	['乳球菌噬菌体3R16S']
C4562684	['乳球菌噬菌体4R15L']
C4562685	['乳球菌噬菌体4R16L2']
C4562686	['乳球菌噬菌体MW18L']
C4562687	['乳酸乳球菌噬菌体19W07F']
C4562812	['阿洛瓦塔姑息症巨细胞病毒']
C4562813	['老年人巨细胞病毒']
C4562814	['南青蒿巨细胞病毒']
C4562815	['巨细胞病毒']
C4562816	['埃特氏盘状细胞巨细胞病毒']
C4562817	['白化伊蚊巨细胞病毒']
C4562818	['巨细胞病毒']
C4562819	['猿猴巨细胞病毒']
C4562820	['玻利维亚赛米里巨细胞病毒']
C4562821	['塞米里玻利维亚巨细胞病毒']
C4562822	['赛米里-白化sciureus albigena巨细胞病毒']
C4562823	['Cebus-apella巨细胞病毒']
C4562996	['成虫病毒']
C4562997	['瓦斯特病毒']
C4563129	['钩吻金花叶病毒哥伦比亚病毒']
C4563142	['Cronobacter噬菌体vB_CsaM_leB']
C4563145	['Cronobacter噬菌体vB_CsaM_leN']
C4563536	['心脏病心脏多瘤病毒1']
C4563537	['绿脓杆菌多瘤病毒1']
C4563538	['绿脓杆菌多瘤病毒3']
C4563539	['埃多隆helvum多瘤病毒1']
C4563542	['大猩猩-大猩猩多瘤病毒1']
C4563543	['人多瘤病毒5']
C4563544	['人多瘤病毒8']
C4563545	['人多瘤病毒13']
C4563546	['马丁内斯多瘤病毒1']
C4563547	['马丁内斯多瘤病毒2']
C4563548	['泛珠三角多瘤病毒1']
C4563549	['泛珠三角多瘤病毒2']
C4563550	['泛珠三角多瘤病毒3']
C4563551	['泛珠三角多瘤病毒4']
C4563552	['泛珠三角多瘤病毒5']
C4563553	['泛珠三角多瘤病毒6']
C4563554	['泛珠三角多瘤病毒7']
C4563555	['Pongo abelii多瘤病毒1']
C4563556	['原发性lotor多瘤病毒1']
C4563557	['狐蝠多瘤病毒1']
C4563558	['人多瘤病毒11']
C4563559	['安瑟多瘤病毒1']
C4563560	['莫奈拉冠状病毒1型']
C4563561	['巨蟹座多瘤病毒1']
C4563562	['Adelia绿脓杆菌多瘤病毒1']
C4563563	['梨鼠疫多瘤病毒1']
C4563564	['丝氨酸加那利多瘤病毒1']
C4563565	['纹状体中央体多瘤病毒1']
C4563566	['Delphinus delphis多瘤病毒1']
C4563567	['多布索尼亚-莫鲁契斯多瘤病毒2']
C4563568	['多布索尼亚-莫鲁契斯多瘤病毒3']
C4563569	['马驹多瘤病毒1']
C4563570	['人多瘤病毒3']
C4563571	['非洲褐飞虱多瘤病毒1']
C4563572	['纳塔尔乳肌多瘤病毒1']
C4563573	['非洲小翼病毒多瘤病毒1']
C4563574	['明蝇肌炎多瘤病毒1']
C4563575	['达维翼龙多瘤病毒1']
C4563576	['塞米里玻利维亚多瘤病毒1型']
C4563577	['加州扎洛福斯多瘤病毒1']
C4563786	['窄食单胞菌噬菌体vB_SmaS-DLP_4']
C4563795	['明串珠菌噬菌体LDG']
C4563798	['赭杆菌噬菌体POA1180']
C4563799	['肠系膜明串珠菌噬菌体Ln-7']
C4563800	['肠系膜明串珠菌噬菌体CHB']
C4563801	['肠系膜明串珠菌噬菌体']
C4563871	['星状病毒GAB 438']
C4564124	['人类DNA病毒']
C4564125	['人腺病毒60']
C4564126	['人腺病毒76']
C4564127	['人腺病毒77']
C4564128	['人腺病毒78']
C4564157	['蜡蚧病毒']
C4564158	['内纳维类角藻']
C4564159	['Ceratobasidium低病毒样']
C4564160	['巨鸟蜡蚧类病毒']
C4564161	['Ceratobasidium类真菌病毒']
C4564162	['角叉藻类病毒']
C4564163	['翼手龙类病毒']
C4564174	['环磷酰胺核型多角体病毒']
C4564339	['曼德里病毒。']
C4564705	['多形病毒科']
C4564706	['阿尔法病毒']
C4564707	['Betapelolipovirus']
C4564708	['伽马病毒']
C4564758	['双病毒相关DNAβsp。']
C4564833	['噬菌体弧菌K04M1_VK04M1']
C4564834	['噬菌体弧菌K05K4_VK05K4_1']
C4564835	['噬菌体弧菌K05K4_VK05K4_2']
C4564887	['沙门氏菌噬菌体UPF_BP1']
C4564928	['沙门氏菌噬菌体S8']
C4564929	['嗜甲虫科噬菌体P19250A']
C4564930	['沙门氏菌噬菌体UPF_BP2']
C4564933	['鸡乳球菌温和噬菌体PLg-TB25']
C4564950	['弧菌病毒KVP40']
C4564951	['弧菌病毒nt1']
C4564955	['大肠杆菌病毒RB3']
C4564956	['噬菌体RB14']
C4564967	['啮齿动物星状病毒']
C4564968	['烟草丛顶病毒卫星RNA']
C4565008	['阿尔贝托病毒']
C4565009	['不动杆菌病毒AB2']
C4565010	['不动杆菌病毒AB1']
C4565011	['不动杆菌病毒AP22']
C4565033	['噬菌体弧菌JSF4']
C4565034	['噬菌体弧菌JSF3']
C4565056	['杯状病毒科。']
C4565105	['碱索迪霉镰刀菌病毒1']
C4565478	['葡萄球菌噬菌体P240']
C4565705	['枯草芽孢杆菌病毒vB_BsuM-Goe2']
C4565731	['Poophage MBI-2016a']
C4565938	['博尔德埃拉病毒LK3']
C4565997	['疱疹病毒属。']
C4566095	['禽痘病毒。']
C4566121	['噬菌体vB_PaeS_PAO1_HW12']
C4566126	['板门店黄病毒']
C4566456	['赭杆菌噬菌体POI1126']
C4566659	['Aeropyrum球状病毒1']
C4566665	['气单胞菌噬菌体65.2']
C4566666	['气单胞菌噬菌体3']
C4566667	['气单胞菌噬菌体31.2']
C4566668	['气单胞菌噬菌体32']
C4566669	['气单胞菌噬菌体44RR2。8吨。2.']
C4566670	['气单胞菌噬菌体51']
C4566672	['气单胞菌噬菌体59.1']
C4566673	['气单胞菌噬菌体Asp37']
C4566674	['气单胞菌噬菌体L9-6']
C4566675	['气单胞菌噬菌体Riv-10']
C4566676	['气单胞菌噬菌体SW69-9']
C4566701	['异卤虫噬菌体pCXc-HC141016']
C4566702	['异卤虫噬菌体pCXc-HR2015']
C4566787	['分枝杆菌噬菌体EniyanLRS']
C4566832	['黑龙口冠状病毒']
C4566833	['天鹅冠状病毒']
C4566892	['赤星病菌镰刀菌病毒1']
C4566902	['赭黄病毒']
C4568227	['大丽黄萎病RNA病毒']
C4568607	['鲸类α疱疹病毒']
C4568645	['弹状病毒科。']
C4568646	['未分配单负向量']
C4568647	['双孢霉科。']
C4568648	['小核糖核酸。']
C4568649	['小虫科。']
C4568655	['克雷伯菌噬菌体48ST307']
C4568674	['莫洛索斯莫洛索斯布尼亚病毒']
C4569054	['沙门氏菌噬菌体BSPM4']
C4569055	['果胶杆菌噬菌体vB_PatM_CB7']
C4569056	['果胶杆菌噬菌体vB_PatP_CB1']
C4569057	['果胶杆菌噬菌体vB_PatP_CB3']
C4569058	['果胶杆菌噬菌体vB_PatP_CB4']
C4569432	['圆背飞虱圆环病毒1']
C4569435	['莫洛索斯圆环病毒1']
C4569436	['莫洛索斯圆环病毒2']
C4569437	['莫洛索斯圆环病毒3']
C4569438	['莫洛索斯圆环病毒4']
C4569439	['莫洛索斯莫洛索斯伽马赫佩斯病毒1']
C4569440	['摩洛斯摩洛斯乳头瘤病毒1']
C4569441	['未分类的Spumavirus']
C4569442	['莫洛索斯泡沫病毒1']
C4569479	['沙门氏菌噬菌体BSP22A']
C4569482	['克雷伯菌噬菌体1 LV-2017']
C4569483	['克雷伯菌噬菌体2 LV-2017']
C4569484	['克雷伯菌噬菌体2b LV-2017']
C4569487	['克雷伯菌噬菌体5 LV-2017']
C4569488	['克雷伯菌噬菌体6 LV-2017']
C4569498	['茉莉花病毒H']
C4569528	['短小核糖核酸病毒犬\\/KNA\\/2015']
C4569616	['Gammapapillomavirus 26']
C4569765	['假单胞菌噬菌体vB_PaeM_PcyII-10_PII10A']
C4569766	['假单胞菌噬菌体vB_PaeP_PcyII-10_P3P1']
C4569775	['未分类正庚型病毒']
C4569783	['单峰骆驼冠状病毒']
C4570098	['猎鹰小核糖核酸病毒']
C4570099	['红隼小核糖核酸病毒']
C4570109	['蜡蚧科病毒CP-a']
C4570110	['蜡蚧科病毒CP-b']
C4570111	['蜡蚧科病毒CP-c']
C4570112	['蜡蚧科病毒CP-g']
C4570113	['蜡蚧病毒A']
C4570114	['Ceratobasidium亚病毒A']
C4570115	['Ceratobasidium有丝分裂病毒A']
C4570116	['血球蕨甲病毒']
C4570117	['血吸虫A型病毒']
C4570128	['翼龙汞齐病毒样']
C4570129	['冠状病毒AcCoV-JC34']
C4570130	['JC02冠状病毒']
C4570131	['冠状病毒JC30']
C4570132	['冠状病毒JC54']
C4570133	['冠状病毒JC66']
C4570134	['冠状病毒JC81']
C4570135	['人PoSCV5样环状病毒']
C4570169	['沙氏异口线虫病毒']
C4570172	['肉食性果胶杆菌噬菌体POP72']
C4570193	['辣椒脉黄色病毒5']
C4570215	['自由杆菌噬菌体P-JXGC-3']
C4570216	['乳球菌噬菌体AM1']
C4570217	['噬菌体乳球菌AM11']
C4570218	['噬菌体乳球菌AM12']
C4570219	['噬菌体乳球菌AM2']
C4570220	['乳球菌噬菌体AM3']
C4570221	['噬菌体乳球菌AM5']
C4570222	['乳球菌噬菌体AM6']
C4570223	['噬菌体乳球菌AM7']
C4570224	['乳球菌噬菌体AM8']
C4570225	['噬菌体乳球菌AM9']
C4570226	['乳酸菌噬菌体LW31']
C4570227	['乳酸菌噬菌体LW32']
C4570228	['乳酸菌噬菌体LW33']
C4570229	['乳酸菌噬菌体LW4']
C4570230	['乳酸菌噬菌体LW81']
C4570231	['乳球菌噬菌体R3。4.']
C4570232	['乳球菌噬菌体R31']
C4570233	['噬菌体弧菌pVco-5']
C4570234	['葡萄球菌噬菌体IME1318_01']
C4570235	['葡萄球菌噬菌体IME1323_01']
C4570236	['摩根氏菌噬菌体IME1369_02']
C4570237	['葡萄球菌噬菌体IME1348_01']
C4570238	['葡萄球菌噬菌体IME1361_01']
C4570239	['葡萄球菌噬菌体IME1367_01']
C4570240	['葡萄球菌噬菌体IME1346_01']
C4570241	['葡萄球菌噬菌体IME1354_01']
C4570242	['葡萄球菌噬菌体IME1365_01']
C4570243	['摩根氏菌噬菌体IME1369_01']
C4570244	['摩根氏菌噬菌体IME1369_03']
C4570245	['棒状杆菌噬菌体IME1320_01']
C4570246	['葡萄球菌噬菌体IME1364_01']
C4570451	['埃及罗塞特氏腺病毒']
C4570674	['梨α部分病毒']
C4570675	['梨隐匿病毒']
C4570687	['扭转teno-sus病毒k2a']
C4570704	['卡斯特勒病毒']
C4570714	['卡伦巴病毒']
C4570715	['奶牛沼泽病毒']
C4570716	['哈斯拉姆斯河病毒']
C4570717	['Mac Peak病毒']
C4570718	['全环硬蜱病毒']
C4570901	['蜡蚧科病毒CP-d']
C4570902	['蜡蚧科病毒CP-e']
C4570903	['蜡蚧科病毒CP-f']
C4570912	['角叉藻部分病毒CP-h']
