C0000886	['棘细胞']
C1880955	['巨大黑色素瘤细胞']
C1881029	['HSV-TK工程供体淋巴细胞']
C1881195	['111铟标记自体PBMC']
C1881196	['111铟标记的自体PMNLs']
C1881225	['中等大小黑色素瘤细胞']
C1881357	['胞浆嗜酸性的大腺癌细胞']
C1881408	['富含脂质的肿瘤梭形细胞']
C1881535	['恶性顶泌细胞']
C1881538	['恶性基底细胞']
C1881539	['恶性胚芽细胞']
C1881542	['恶性皮肤基底细胞']
C1881543	['恶性小汗腺细胞']
C1881546	['恶性上皮细胞，核泡状，核仁清晰，胞质丰富，呈粉红色']
C1881549	['恶性上皮大多边形细胞']
C1881550	['恶性上皮中型多角形细胞']
C1881551	['恶性上皮卵圆细胞']
C1881552	['恶性上皮小卵圆细胞']
C1881553	['恶性上皮小多边形细胞']
C1881554	['恶性巨细胞生殖细胞']
C1881559	['恶性鞋钉细胞']
C1881560	['恶性深染性小上皮细胞']
C1881561	['恶性中间型滋养层细胞']
C1881580	['恶性神经内分泌小圆细胞']
C1881589	['恶性圆形生殖细胞']
C1881590	['恶性圆形生殖细胞，胞质富含糖原，细胞核圆形']
C1881593	['恶性性索间质细胞']
C1881594	['恶性小生殖细胞']
C1881595	['恶性小圆细胞，少量暗颗粒细胞质']
C1881597	['恶性梭形移行细胞']
C1881768	['黑色素瘤细胞，细胞核大，细胞质丰富']
C1881911	['粘液性高柱状腺癌细胞']
C1882043	['肿瘤性顶泌细胞']
C1882044	['具有嗜酸性颗粒细胞质的肿瘤性顶泌细胞']
C1882045	['肿瘤性柱状上皮细胞']
C1882046	['肿瘤性小汗腺细胞']
C1882047	['具有嗜酸性细胞质的肿瘤上皮细胞']
C1882048	['具有颗粒状细胞质的肿瘤上皮细胞']
C1882049	['肿瘤性上皮大多边形细胞']
C1882050	['肿瘤性上皮卵圆细胞']
C1882051	['肿瘤性上皮小卵圆细胞']
C1882052	['肿瘤性上皮小多边形细胞']
C1882053	['肿瘤性鬼细胞']
C1882055	['肿瘤性大多边形支持细胞']
C1882056	['肿瘤性亮蛋白细胞']
C1882057	['肿瘤性神经内分泌小细胞']
C1882058	['支持细胞胞浆透明']
C1882059	['肿瘤性索间质细胞类似类固醇激素分泌细胞']
C1882060	['肿瘤性小上皮细胞，细胞质稀少']
C1882061	['肿瘤性小性索间质细胞']
C1882063	['肾原芽细胞']
C1882409	['多能干支气管前体细胞']
C1882961	['圆形腺癌细胞']
C1882962	['圆形腺癌细胞，有丰富的细胞质和泡状核']
C1882991	['腺泡癌细胞']
C1883031	['印戒黑色素瘤细胞']
C1883044	['细胞质稀少的小腺癌细胞']
C1883046	['类似胎儿肝细胞的小立方细胞']
C1883048	['小黑素瘤细胞']
C1883178	['亚克隆']
C1883265	['高柱状腺癌细胞']
C1883279	['夹层导管细胞']
C1883618	['1p34。3-p32。1.']
C1883641	['4p15。32']
C1883648	['6q23。1.']
C1883652	['8q24。2.']
C1883692	['卵圆形核的中小型腺癌细胞']
C1883703	['大黑素瘤细胞']
C1947989	['菌落（细胞或生物体）']
C1953343	['染色体数目']
C1953345	['染色体区']
C1953382	['前向底漆']
C1954297	['X&Y染色体']
C1954324	['白细胞+血小板']
C1954356	['X连锁异质性']
C1954880	['红细胞包涵体']
C1955255	['红细胞团']
C1955256	['红细胞。胎儿的']
C1955257	['红细胞。新鲜的']
C1955314	['白血病标志物']
C1955342	['其他FC组件']
C1955343	['其他标记']
C1955380	['精子结构']
C1955381	['精子成角中段']
C1955382	['精子未成熟']
C1955383	['精子分离头']
C1955384	['精子分离尾']
C1955385	['精子短尾']
C1955404	['管状基膜']
C1955875	['F9胚胎癌细胞']
C1955926	['B细胞，祖细胞']
C1955939	['淋巴祖细胞']
C1955940	['共同淋巴祖细胞']
C1955941	['T淋巴细胞前体细胞']
C1956015	['核糖体亚单位']
C1956020	['30S核糖体亚单位，细菌']
C1956021	['50S核糖体亚单位，细菌']
C1956040	['50S核糖体亚单位，古细菌']
C1956041	['30S核糖体亚单位，古细菌']
C1956051	['壶腹毛细胞']
C1956101	['颗粒积云细胞']
C1956120	['真皮树突状细胞']
C1956121	['皮肤树突状细胞']
C1956157	['CD8阳性抑制性T细胞']
C1956319	['普通髓系祖细胞']
C1956385	['浆细胞样树突状细胞']
C1956386	['间质树突状细胞']
C1956421	['细胞干肿瘤']
C1956422	['肿瘤干细胞']
C1959571	['自然产生的抑制性T细胞']
C1977364	['CD55粒细胞']
C1977405	['CD59粒细胞']
C1978098	['角膜前细胞']
C1978414	['成纤维细胞CD22抗原阳性（细胞）']
C1978609	['CD3+CD57+细胞']
C1978611	['CD3+CD8+CD57+细胞']
C1978653	['白细胞毒性空泡（形态异常）']
C1978802	['细胞角蛋白细胞']
C1979010	['CD38+CD138+细胞']
C1979063	['爆炸。CD1']
C1979078	['爆炸。CD117']
C1979086	['爆炸。CD11a']
C1979102	['爆炸。CD123']
C1979124	['爆炸。CD126']
C1979132	['爆炸。CD127']
C1979149	['爆炸。CD135']
C1979162	['爆炸。CD15']
C1979182	['爆炸。CD179a']
C1979202	['成纤维细胞CD3抗原阳性（细胞）']
C1979232	['爆炸。CD34+CD117+']
C1979240	['爆炸。CD36']
C1979510	['细胞。CD11c+20c+']
C1979635	['爆炸。CD11b']
C1979636	['爆炸。CD11c']
C1979637	['爆炸。CD16']
C1979638	['爆炸。CD1a']
C1979639	['爆炸。CD21']
C1979640	['成纤维细胞CD23抗原阳性（细胞）']
C1979641	['成纤维细胞CD24抗原阳性（细胞）']
C1979642	['成纤维细胞CD25抗原阳性（细胞）']
C1979643	['爆炸。CD3+CD16+CD56+']
C1979644	['爆炸。CD30']
C1979645	['爆炸。CD33+CD34+']
C1979646	['爆炸。CD36+CD235a+']
C1979649	['爆炸。细胞质CD2']
C1979650	['爆炸。胞质CD34']
C1979663	['BCLXL细胞']
C1979664	['CD13+CD33+HLA-DR+细胞']
C1979665	['CD19+CD43+细胞']
C1979666	['CD19+CD58+细胞']
C1979667	['CD19+IgA+细胞']
C1979668	['CD19+IgD+细胞']
C1979669	['CD19+IgG+细胞']
C1979670	['CD19+IgM+细胞']
C1979671	['CD3-CD16+CD56+CD244+细胞']
C1979672	['CD4+CD7-细胞']
C1979673	['CD4+CD7-CD26-细胞']
C1979674	['CD4+CD7-CD49D-细胞']
C1979675	['CD56+CD57+细胞']
C1979677	['CD81细胞']
C1979696	['室管膜+脉络丛细胞']
C1979744	['CD59缺陷型白细胞']
C1979779	['其他细胞']
C1979868	['CD42']
C2004596	['卢西达薄层']
C2243180	['液泡氢转运V型ATP酶复合物定位']
C2243196	['含有陷阱\\/介体复合体位置的CDK8']
C2244316	['平锅']
C2244317	['蛋白酶体辅助复合物定位']
C2244319	['真核核糖体LSU']
C2244322	['真核核糖体SSU']
C2244323	['叶绿体大核糖体亚单位']
C2244324	['叶绿体核糖体小亚基复合体定位']
C2244433	['叶绿体光系统I']
C2244435	['AP型膜涂层适配器复合位置']
C2244501	['以细胞壁为界的周质空间']
C2245017	['复合体I']
C2245116	['细胞外膜外小叶']
C2245268	['细胞芽颈极体']
C2245269	['细胞芽尖极体']
C2245463	['细胞芽颈隔领']
C2245464	['细胞芽颈裂成环']
C2245486	['Clr6组蛋白脱乙酰酶复合物II定位']
C2245709	['SOD1钙调神经磷酸酶复合物位置']
C2245740	['皮质内质网']
C2245745	['居里综合定位']
C2245778	['糊粉颗粒膜']
C2245779	['透明层顶端板']
C2245784	['生长锥膜']
C2245785	['多泡体膜']
C2245786	['蛋白质储存液泡膜']
C2245787	['跨高尔基网络膜']
C2245788	['高尔基体跨膜']
C2245789	['神经元投射膜']
C2245790	['树突膜']
C2245791	['树突棘膜']
C2245792	['线粒体膜的组成部分']
C2245793	['GLUT4储物箱']
C2246016	['刺激细胞-基质粘附']
C2246184	['内质网线粒体结构']
C2246268	['肌氨酸氧化酶复合物定位']
C2246295	['Sre1-Scp1复合位置']
C2246296	['SREBP SCAP Insig综合位置']
C2246349	['内体适配器复合定位']
C2246364	['肌球蛋白丝']
C2246365	['肌球蛋白粗丝']
C2246366	['红藻氨酸选择性谷氨酸受体复合物定位']
C2246374	['高分子复合物定位']
C2246375	['蛋白质-碳水化合物复合物定位']
C2246376	['DNA蛋白质复合物定位']
C2246377	['蛋白质脂质复合物定位']
C2246379	['Bcl3-Bcl10复杂位置']
C2246380	['Fc受体复合物定位']
C2246381	['免疫球蛋白受体复合物定位']
C2246382	['Fcε受体I复合物定位']
C2246383	['IgE受体复合物定位']
C2246384	['Fcα受体I复合物定位']
C2246385	['IgA受体复合物定位']
C2246386	['Fcγ受体Ⅰ复合定位']
C2246387	['IgG受体复合物定位']
C2246388	['Fcγ受体Ⅲ复合物定位']
C2246396	['核型']
C2246398	['核周膜']
C2246399	['多孔体']
C2246403	['菱形膜']
C2246404	['肌浆网膜']
C2246405	['肌浆网腔']
C2246455	['DNA重组酶介体复合物定位']
C2246456	['Rad55-Rad57复合定位']
C2246457	['BCDX2复杂位置']
C2246458	['DX2复杂位置']
C2246459	['CX3复杂位置']
C2246460	['BC综合位置']
C2246490	['糊粉体']
C2246491	['淀粉体包膜']
C2246492	['淀粉质体膜']
C2246493	['淀粉质体内膜']
C2246494	['附着细胞器']
C2246495	['NuA3组蛋白乙酰转移酶复合物定位']
C2246496	['细胞芽膜']
C2246497	['酸性钙质膜']
C2246499	['T6SS综合定位']
C2246500	['氯小体包膜']
C2246501	['顺式高尔基体网络膜']
C2246502	['高尔基体膜']
C2246503	['Cvt泡']
C2246507	['Cvt囊泡膜']
C2246508	['附着细胞器膜']
C2246509	['西奈尔信封']
C2246510	['氰醇膜']
C2246511	['氰基类囊体腔']
C2246512	['氰基类囊体膜']
C2246513	['内质网高尔基中间室膜']
C2246514	['酯酶体']
C2246515	['酯酶体膜']
C2246552	['细胞骨架花萼']
C2246563	['黑素体膜']
C2246564	['微米膜']
C2246566	['光间感受器矩阵']
C2246567	['透明层']
C2246568	['圆弧复合定位']
C2246573	['气囊壳']
C2246574	['气囊膜']
C2246576	['叶绿体质子转运ATP合酶复合物定位，催化核心CF（1）']
C2246577	['叶绿体质子转运ATP合成酶复合物位置，耦合因子CF（0）']
C2246578	['氢转运V型ATP酶复合物定位']
C2246579	['质子转运双区ATP酶复合物位置，质子转运域']
C2246580	['质子传输双区ATP酶复合物位置，催化域']
C2246581	['质子转运V型ATP酶，V0结构域']
C2246582	['质子转运V型ATP酶V1结构域']
C2246583	['质膜氢离子转运ATP酶']
C2246587	['多利酚磷酸甘露糖合成酶复合物定位']
C2246588	['CAF-1综合位置']
C2246596	['Lsd1\\/2综合位置']
C2246597	['Swm1\\/2综合位置']
C2246608	['DNA螺旋酶复合物定位']
C2246609	['DNA解旋酶A复杂位置']
C2246663	['空泡转运蛋白伴侣复合物定位']
C2246664	['乙酰转移酶复合物定位']
C2246665	['I-kappaB\\/NF-kappaB复合物位置']
C2246666	['Bcl3-p52复杂位置']
C2246667	['Bcl3-NFKB2复合位置']
C2246674	['CORVET复杂位置']
C2246678	['轴突节间区']
C2246679	['轴突旁区']
C2246686	['转录因子TFTC复合物定位']
C2246694	['TAT蛋白易位系统复合定位']
C2246695	['PCI-ACR复合定位']
C2246702	['类内微管']
C2246703	['真核48S启动前复合物定位']
C2246704	['真核48S起始复合物定位']
C2246705	['真核生物启动复合定位']
C2246723	['SBF综合定位']
C2246812	['染色单体']
C2246925	['HULC综合定位']
C2246972	['垄断综合选址']
C2246973	['垄断子复合体Csm1\\/Lrs4位置']
C2246974	['Pcs1\\/Mde4复合位置']
C2246978	['rDNA异染色质']
C2246981	['Slx1-Slx4复杂位置']
C2246990	['ESCRT-0综合定位']
C2246998	['高亲和力铁渗透复合定位']
C2247008	['弹状体膜']
C2247013	['拉长肌全酶复合物定位']
C2247014	['拉长肌核心复合体定位']
C2247019	['BRCA2-MAGE-D1综合定位']
C2247022	['TSC1-TSC2综合定位']
C2247023	['MCC']
C2247042	['SOD1-Bcl-2复合定位']
C2247058	['2点']
C2247080	['宿主细胞部分']
C2247081	['宿主细胞膜']
C2247082	['宿主细胞内膜系统']
C2247083	['宿主细胞胞内部分']
C2247084	['宿主细胞内细胞器']
C2247085	['宿主细胞内膜结合细胞器']
C2247086	['宿主细胞线粒体']
C2247087	['宿主细胞质体']
C2247088	['宿主细胞叶绿体']
C2247089	['宿主细胞叶绿体部分']
C2247090	['宿主细胞叶绿体类囊体膜']
C2247091	['宿主细胞细胞质部分']
C2247125	['管周小泡']
C2247158	["Clr6组蛋白脱乙酰酶复合物I\\/I'定位"]
C2247240	['SUMO靶向泛素连接酶复合物定位']
C2247248	['基底迷路']
C2247519	['酸性钙化腔']
C2247583	['外聚体复合定位']
C2247584	['PAS膜']
C2247585	['隔离膜']
C2247628	['青色间质']
C2247635	['Tor2-Mei2-Ste11综合定位']
C2247637	['Ric1p-Rgp1p复合定位']
C2247660	['复杂位置']
C2247661	['II型PKS综合位置']
C2247662	['III型PKS综合位置']
C2247678	['Cdc48p-Npl4p-Ufd1p AAA ATP酶复合物位置']
C2247679	['管腔监视综合定位']
C2247792	['增强体']
C2247834	['线粒体DNA定向RNA聚合酶复合物定位']
C2247835	['线粒体RNA聚合酶复合物定位']
C2247866	['Cvt复合定位']
C2247868	['磷脂酰肌醇3-激酶复合物I定位']
C2247869	['磷脂酰肌醇3-激酶复合物II定位']
C2247871	['Atg12-Atg5-Atg16综合位置']
C2248020	['入侵足']
C2248029	['BRCA2-BRAF35综合位置']
C2248049	['种系环管外缘']
C2248050	['种系环管内缘']
C2248325	['细胞内未成熟孢子']
C2248326	['子囊孢子型前孢子']
C2248596	['虹膜体']
C2248597	['亮色体']
C2248598	['翼状体']
C2248599	['氰小体']
C2248600	['类胡萝卜素囊泡']
C2248679	['端粒复合物定位']
C2248765	['DNA聚合酶III，校对复合定位']
C2248766	['DNA聚合酶III，夹钳装载器复合定位']
C2248767	['夹紧装载机复杂位置']
C2248768	['DNA聚合酶III，钳位装载器chi\\/psi亚复合定位']
C2248774	['用于复杂位置的REC']
C2248777	['甲醇辅酶M甲基转移酶复合物定位']
C2248891	['宝石领域']
C2248942	['质子转运F型ATP酶复合物定位']
C2253855	['细胞质核周区']
C2255950	['初生细胞芽位']
C2259896	['植物型液泡']
C2259897	['真菌型液泡腔']
C2262697	['皮质微管']
C2262698	['核DNA定向RNA聚合酶复合物定位']
C2262704	['质体类囊体膜']
C2262705	['病毒粒子膜']
C2262706	['内体循环室']
C2262707	['回收内体膜']
C2262708	['毛囊肿']
C2262709	['周质鞭毛']
C2262713	['共质体']
C2262720	['ATP结合盒（ABC）转运蛋白复合物定位，整合底物结合']
C2262721	['ATP结合盒（ABC）转运蛋白复合物位置，底物结合亚单位包含']
C2262743	['滑雪场位置']
C2262786	['神经丝细胞骨架']
C2262843	['胶原和角质素为基础的角质层细胞外基质']
C2262845	['基于胶原蛋白和角质素的外骨骼细胞外基质']
C2262847	['胶原和角质素基角质层细胞外基质的表面涂层']
C2262849	['胶原和角质素外骨骼细胞外基质的表面涂层']
C2262850	['胶原蛋白和角质素为基础的表皮细胞外基质']
C2262852	['基于胶原蛋白和角质素的外骨骼细胞外基质的表皮']
C2262853	['皮质层胶原和角质素为基础的角质层细胞外基质']
C2262856	['环细胞外基质']
C2262857	['环']
C2262858	['环形环']
C2262859	['环(s)']
C2262860	['环空']
C2262861	['环沟细胞外基质']
C2262862	['胶原和角质素的中间层角质层细胞外基质']
C2262863	['中间层支柱']
C2262864	['胶原和角质素为基础的角质层细胞外基质的基底层']
C2262866	['以胶原蛋白和角质素为基础的外骨骼细胞外基质基底层']
C2262867	['胶原蛋白和角质素为基础的角质层细胞外基质的alae']
C2262869	['基于胶原蛋白和角质素的外骨骼细胞外基质的alae']
C2262942	['立纤毛膜']
C2262962	['极性电池']
C2262973	['网格蛋白雕刻囊泡']
C2262980	['胞质膜结合囊泡腔']
C2263015	['胞浆DNA定向RNA聚合酶复合物定位']
C2263018	['细胞芽颈隔膜结构']
C2263045	['holo-TFIIH复合体位置的核心TFIIH复合体部分']
C2263046	['核心TFIIH综合位置']
C2263047	['NEF3综合体位置的核心TFIIH综合体部分']
C2263051	['MIS12\\/思维型复杂位置']
C2263052	['Mis12复杂位置']
C2263053	['转录导出复合位置的复杂部分']
C2263054	['核质THO复合物定位']
C2263081	['补体成分C1复合定位']
C2263082	['细胞芽疤痕']
C2263083	['全息TFIIH复合定位']
C2263084	['线粒体通透性转换孔复合体定位']
C2263086	['CBC']
C2263087	['mRNA帽结合复合物定位']
C2263088	['内孢子膜']
C2263089	['细胞芽']
C2263090	['细胞芽尖']
C2263091	['细胞芽颈']
C2263093	['精氨酸特异性氨甲酰磷酸合成酶复合物定位']
C2263094	['氨甲酰磷酸合成酶精氨酸特异性复合物定位']
C2263096	['环核苷酸磷酸二酯酶复合物定位']
C2263097	['丝氨酸丙酮酸转氨酶复合物定位']
C2263452	['抑制物蜕皮激素受体复合物定位']
C2263453	['激活剂蜕皮激素受体复合物定位']
C2265212	['含β-葡聚糖的细胞壁']
C2265213	['含有几丁质和β-葡聚糖的细胞壁']
C2265214	['含几丁质的细胞壁']
C2265215	['ADC合成酶复合定位']
C2265216	['4-氨基-4-脱氧胆酸合成酶复合物定位']
C2265232	['鞭毛基底体，远端杆，P环']
C2265257	['内质网泛素连接酶复合物定位']
C2265258	['Hrd1p泛素连接酶复合物定位']
C2265259	['Doa10p泛素连接酶复合物定位']
C2265260	['Hrd1p泛素连接酶ERAD-M复合物定位']
C2265261	['Hrd1p泛素连接酶ERAD-L复合物定位']
C2265274	['细胞质病灶']
C2265348	['细胞表面纵侧']
C2265420	['质体丙酮酸脱氢酶复合物定位']
C2265456	['细胞壁外侧']
C2265491	['胞外异淀粉酶复合物定位']
C2265492	['叶绿体异淀粉酶复合物定位']
C2265493	['色心']
C2265494	['核周色心']
C2265579	['D体']
C2265760	['连接肌浆网膜']
C2265761	['游离肌浆网膜']
C2265763	['C区']
C2265789	['血影蛋白相关细胞骨架']
C2265809	['纵肌浆网']
C2265810	['终池']
C2265811	['纵肌浆网腔']
C2265812	['终池腔']
C2266171	['一般分泌途径相关复杂定位']
C2266172	['主航站楼支线']
C2266173	['Sec依赖性分泌系统相关复杂定位']
C2322608	['破骨细胞胞浆']
C2322638	['苍白球胆碱能细胞[Ch3]']
C2322668	['纤维细胞质膜']
C2322725	['肾小管集合管上皮细胞胞浆']
C2322731	['膜迷路球囊黄斑上皮2型前庭感觉细胞']
C2322748	['枕横束']
C2322766	['单核细胞原生质']
C2322780	['高尔基体内的神经末梢']
C2322797	['副交感神经节细胞']
C2322799	['室管膜细胞胞浆']
C2322820	['结肠上皮空泡吸收细胞']
C2322851	['食管棘层上皮细胞细胞核']
C2322913	['房室束心室部移行肌细胞']
C2322931	['P型肠内分泌细胞原生质']
C2322947	['心肌细胞溶酶体']
C2322965	['所有单元的集合']
C2322966	['脑投射纤维']
C2322970	['无包膜神经末梢支配空腔器官']
C2322975	['放射状星形胶质细胞']
C2322976	['外侧橄榄周围核组']
C2322981	['横纹肌细胞胞浆']
C2323029	['硬脑膜间皮细胞']
C2323033	['EC1型肠内分泌细胞']
C2323094	['皮肤黑素细胞']
C2323120	['肾单位上皮细胞胞浆']
C2323171	['粗面内质网基质']
C2323184	['节间束浦肯野肌细胞']
C2323211	['EC型肠内分泌细胞质膜']
C2323215	['脂肪细胞的一组细胞质细胞器']
C2323273	['神经元胞体细胞质']
C2323330	['横纹肌细胞溶酶体']
C2323350	['平滑肌细胞内质网']
C2323357	['软骨细胞原生质']
C2323361	['小型锥形双极电池']
C2323406	['单核细胞滋养层细胞']
C2323438	['非角化表皮细胞的细胞质']
C2323448	['前列腺内分泌旁分泌细胞']
C2323465	['肌肉干细胞质膜']
C2323487	['胶质母细胞细胞质']
C2323492	['阿尔法神经节细胞']
C2323499	['造血细胞']
C2323503	['白细胞集']
C2323550	['初级运动神经元']
C2323568	['自然杀伤细胞原生质']
C2323570	['内皮细胞的一组细胞质细胞器']
C2323576	['上皮样细胞细胞质']
C2323595	['肠细胞质膜']
C2323609	['膜迷路球囊黄斑上皮1型前庭感觉细胞']
C2323619	['星形胶质细胞集']
C2323669	['T淋巴细胞质膜']
C2323694	['气管上皮致密核心颗粒细胞']
C2323768	['肠细胞的一组细胞质细胞器']
C2323784	['前列腺腺部结缔组织成纤维细胞']
C2323789	['节前神经元轴突']
C2323818	['神经母细胞质膜']
C2323865	['大脑皮层的非棘星状细胞']
C2323876	['平滑肌细胞体']
C2323890	['中间小管上皮细胞胞浆']
C2323913	['晶状体细胞的一组细胞质细胞器']
C2323958	['大脑皮层双缓冲细胞']
C2323969	['毛囊周围末梢']
C2323993	['胆管上皮细胞']
C2324017	['视网膜HⅡ细胞']
C2324019	['干细胞原生质']
C2324027	['横纹肌细胞高尔基复合体']
C2324028	['D1型肠内分泌细胞质膜']
C2324045	['成牙本质细胞质膜']
C2324049	['I型肠内分泌细胞原生质']
C2324067	['黑素细胞的一组细胞质细胞器']
C2324104	['扩散锥双极电池']
C2324109	['单能干细胞质膜']
C2324173	['端着丝粒']
C2324195	['锥形双极电池']
C2324226	['肛管下部上皮的非角化细胞']
C2324228	['胰腺中央腺泡细胞质膜']
C2324229	['成纤维细胞质膜']
C2324238	['房室束左支前支移行肌细胞']
C2324262	['次级传入神经元']
C2324343	['膜迷路半规管壶腹嵴上皮1型前庭感觉细胞']
C2324348	['结缔组织细胞的一组细胞质细胞器']
C2324371	['纤维细胞原生质']
C2324444	['前网状核中的肾上腺素能细胞[C2]']
C2324456	['成肌细胞器组']
C2324468	['多核糖体']
C2324490	['B4血清素能细胞集']
C2324494	['多能干细胞质膜']
C2324503	['间皮细胞核']
C2324509	['岛叶短回']
C2324522	['成纤维细胞细胞质']
C2324544	['I型肠神经节神经元']
C2324611	['神经细胞胞浆']
C2324612	['近端着丝粒']
C2324622	['内质网蛋白复合物']
C2324639	['视网膜胶质细胞']
C2324642	['中性粒细胞质膜']
C2324685	['红细胞胞浆']
C2324751	['白细胞的一组细胞质细胞器']
C2324780	['上皮细胞原生质']
C2324787	['肠内分泌细胞原生质']
C2324839	['斜角回胆碱能细胞[Ch3]']
C2324852	['视网膜色素细胞的一组细胞质细胞器']
C2324874	['成骨细胞质膜']
C2324876	['朗格汉斯细胞原生质']
C2324937	['核孔复合体的胞质丝成分']
C2324939	['颗粒白细胞质膜']
C2324943	['迟发型超敏反应相关T细胞']
C2324975	['大肠固有上皮细胞']
C2324979	['内皮细胞胞浆']
C2325022	['节间后束肌细胞']
C2325029	['心肌细胞体']
C2325047	['大脑皮层马丁诺蒂细胞']
C2325127	['II型肠神经节神经元']
C2325162	['初级传入神经元']
C2325183	['镫骨听上皮1型前庭感觉细胞']
C2325187	['晶状体上皮细胞']
C2325209	['眼睑黑素细胞']
C2325214	['下颌下神经节细胞']
C2325226	['室间隔移行性肌细胞']
C2325279	['支配表皮的游离神经末梢']
C2325311	['颗粒白细胞原生质']
C2325312	['嗜酸性粒细胞原生质']
C2325342	['无名质胆碱能细胞[Ch4]']
C2325379	['ECL型肠内分泌细胞质膜']
C2325383	['耳蜗边缘细胞']
C2325384	['尿道上皮细胞']
C2325439	['平滑肌细胞锥形端']
C2325471	['网状核']
C2325536	['视网膜HⅢ细胞']
C2325537	['泌乳腺上皮细胞']
C2325541	['致密规则弹性组织成纤维细胞']
C2325557	['小叶细支气管上皮浆液细胞']
C2325569	['内质网小管壁']
C2325587	['纤维细胞的一组细胞质细胞器']
C2325592	['血管细胞细胞质']
C2325623	['贝茨细胞（细胞）']
C2325679	['纹状体核组']
C2325685	['神经细胞胞浆']
C2325751	['上皮细胞胞浆']
C2325760	['神经元受体']
C2325771	['成纤维细胞的一组细胞质细胞器']
C2325822	['杯状细胞细胞核']
C2325850	['二倍体生殖细胞质膜']
C2325862	['肾单位上皮细胞的一组细胞质细胞器']
C2325885	['游离巨噬细胞']
C2325931	['小肠上皮细胞']
C2325952	['成牙本质原生质体']
C2325970	['内皮细胞的细胞核']
C2325976	['心肌细胞内质网']
C2326044	['肌动蛋白肌丝本体']
C2326109	['颞横回']
C2326112	['阴部神经核']
C2326115	['副嗅回']
C2326121	['高尔基神经元']
C2326142	['角化鳞状细胞']
C2326151	['红细胞集']
C2326168	['少突胶质细胞']
C2326170	['骨内膜细胞的一组细胞质细胞器']
C2326171	['胰管上皮杯状细胞']
C2326176	['5-羟色胺能细胞集']
C2326184	['线粒体基质细分']
C2326233	['成熟红细胞胞浆']
C2326252	['单卵细胞']
C2326335	['食管发芽层上皮细胞原生质']
C2326383	['微金细胞质膜']
C2326425	['支配默克尔椎间盘的无包膜神经末梢']
C2326430	['支气管杯状细胞']
C2326432	['TG型肠内分泌细胞原生质']
C2326530	['S型肠内分泌细胞原生质']
C2326580	['A型肠内分泌细胞']
C2326594	['视网膜色素上皮细胞质膜']
C2326607	['左心室心外膜脂肪细胞']
C2326623	['心肌细胞表面']
C2326632	['前列腺结缔组织成纤维细胞']
C2326633	['食管棘层上皮细胞质膜']
C2326655	['滑膜细胞细胞质']
C2326658	['延髓中缝核']
C2326729	['C型轴突']
C2326742	['小肠固有上皮杯状细胞']
C2326743	['视网膜甘氨酸能无长突细胞']
C2326745	['血管细胞质膜']
C2326764	['全能干细胞的一组细胞质细胞器']
C2326796	['腺垂体嗜色细胞']
C2326797	['神经突细胞质']
C2326844	['心肌细胞的一组细胞质细胞器']
C2326883	['白细胞质膜']
C2326895	['子宫上皮细胞的一组细胞质细胞器']
C2326898	['B淋巴细胞质膜']
C2326918	['阑尾固有上皮微折叠细胞']
C2326946	['十二指肠腺上皮杯状细胞']
C2326979	['视网膜弥漫性无长突细胞']
C2326983	['接触受体']
C2327016	['肾上腺肾小球带上皮细胞']
C2327035	['内皮细胞质膜']
C2327049	['非角化鳞状细胞']
C2327051	['食管腺固有上皮细胞']
C2327073	['神经细胞的一组细胞质细胞器']
C2327104	['帆状星形胶质细胞']
C2327105	['上皮细胞表面']
C2327144	['肌细胞溶酶体']
C2327153	['气管支气管上皮细胞树的一组细胞质细胞器']
C2327156	['十二指肠固有上皮细胞']
C2327166	['D型肠内分泌细胞']
C2327175	['膀胱三角上皮细胞胞浆']
C2327177	['味蕾内的神经末梢']
C2327311	['卵巢皮质基质细胞']
C2327375	['前列腺上皮下结缔组织成纤维细胞']
C2327436	['嗜酸性粒细胞质膜']
C2327451	['骨细胞质膜']
C2327465	['房室束左支间隔区移行肌细胞']
C2327499	['食管棘层上皮细胞胞浆']
C2327527	['交感神经节细胞']
C2327592	['肝细胞核']
C2327594	['脑桥被盖中缝核组']
C2327597	['中枢神经胶质细胞']
C2327620	['初级传入神经元轴突']
C2327656	['终末细支气管上皮基底细胞']
C2327662	['包裹性神经末梢']
C2327673	['杆状双极电池']
C2327682	['大脑皮质枝形细胞']
C2327719	['平滑肌细胞胞浆']
C2327729	['间皮细胞细胞质']
C2327737	['顺式高尔基体池壁脂质双层']
C2327792	['HLA']
C2327814	['网状细胞的一组细胞质细胞器']
C2327837	['视网膜色素上皮细胞胞浆']
C2327855	['ECL型肠内分泌细胞']
C2327878	['分泌素细胞']
C2327977	['轴突细胞质']
C2328027	['杯状细胞细胞质']
C2328051	['跨高尔基体池']
C2328068	['TG型肠内分泌细胞']
C2328082	['角化表皮细胞的一组细胞质细胞器']
C2328084	['万能干细胞原生质']
C2328087	['椎旁神经节细胞']
C2328098	['食管发芽层上皮细胞细胞核']
C2328107	['肾细胞']
C2328153	['成神经细胞的一组细胞质细胞器']
C2328179	['肠神经节神经元']
C2328196	['交感传出神经元']
C2328210	['支气管上皮基底细胞']
C2328249	['远端小管上皮细胞的一组细胞质细胞器']
C2328276	['多能干细胞原生质']
C2328286	['脑神经纤维']
C2328288	['Ch4胆碱能细胞集']
